47110021,5.917
47110022,16.036
47110027,21.656
47110028,14.713
47110029,20.956
47110030,17.614
47110031,9.752
47110032,20.552
47110033,16.613
47110035,18.824
47110038,10.956
47110039,15.469
47110040,19.990
47110041,8.666
47110042,13.991
47110043,24.186
47110044,18.843
47110045,36.711
47110046,18.171
47110047,29.614
47110048,30.353
47110049,10.906
47110050,36.870
47110051,19.323
47110052,35.742
47110053,29.774
47110054,14.452
47110055,31.494
47110056,34.872
47110057,37.497
47110058,11.526
47110059,40.360
47110060,61.369
47110061,36.195
47110062,30.955
47110063,29.212
47110064,38.740
47110065,23.993
47110066,21.069
47110067,36.327
47110068,27.099
47110069,25.033
47110070,14.612
47110074,23.420
47110075,21.257
47110076,51.248
47110077,19.978
47110078,36.461
47110079,29.632
47110080,28.814
47110081,37.641
47110082,31.472
47110083,27.508
47110084,34.542
47110085,32.255
47110086,33.367
47110087,34.259
47110088,37.836
47110089,34.389
47110090,33.254
47110091,24.314
47110092,20.503
47110093,26.598
47110094,29.439
47110095,30.584
47110096,30.928
47110097,25.941
47110098,27.919
47110099,29.012
47110100,31.461
47110101,25.787
47110102,30.333
47110103,25.719
47110104,12.857
47110105,29.435
47110106,9.267
47110107,8.680
47110108,9.670
47110109,37.430
47110110,42.962
47110111,30.099
47110112,21.376
47110113,45.386
47110114,25.455
47110116,31.771
47110123,28.243
47110126,18.710
47110127,16.822
47110128,14.912
47110129,20.677
47110130,16.716
47110131,16.270
47110132,24.106
47110133,30.772
47110134,12.888
47110143,18.477
47110144,22.975
47110145,18.576
47110146,15.098
47110147,18.016
47110148,19.225
47110149,18.381
47110151,26.383
47110152,34.393
47110153,24.714
47110154,29.410
47110155,41.426
47110157,9.345
47110160,35.825
47110161,25.805
47110162,32.721
47110163,30.762
47110164,29.961
47110165,28.576
47110166,32.719
47110167,40.194
47110168,36.778
47110169,23.973
47110170,22.934
47110179,28.303
47110180,30.626
47110181,36.601
47110182,33.499
47110183,33.953
47110184,33.878
47110185,30.119
47110186,33.965
47110187,32.128
47110188,34.600
47110189,45.094
47110190,11.530
47110191,26.579
47110193,38.257
47110194,14.714
47110287,26.404
47110288,36.047
47110290,14.243
47110291,22.300
47110292,16.713
47110293,25.643
47110295,19.156
47110296,11.087
47110297,32.316
47110299,16.330
47110300,34.065
47110301,24.757
47110302,25.154
47110303,39.802
47110304,27.400
47110305,17.907
47110306,7.315
47110307,24.442
47110308,25.209
47110309,29.568
47110310,24.856
47110311,12.275
47110313,15.228
47110314,11.571
47110315,12.879
47110316,16.797
47110317,19.521
47110318,10.052
47110319,15.460
47110323,10.828
47110324,19.684
47110325,5.956
47110326,22.774
47110327,9.588
47110328,17.623
47110329,17.196
47110330,22.438
47110331,17.502
47110338,15.465
47110339,16.088
47110340,16.310
47110341,14.877
47110342,21.689
47110343,19.495
47110344,11.083
47110347,33.118
47110348,32.532
47110349,35.179
47110350,26.139
47110351,35.519
47110353,33.500
47110354,46.011
47110355,37.717
47110356,5.207
47110357,35.401
47110358,19.542
47110359,34.190
47110362,32.051
47110363,25.439
47110365,21.357
47110367,34.075
47110368,38.491
47110369,22.204
47110370,37.501
47110371,13.073
47110372,31.250
47110373,16.802
47110374,16.151
47110375,26.201
47110376,30.409
47110377,29.801
47110378,32.384
47110379,36.912
47110380,18.488
47110381,23.515
47110382,28.686
47110383,22.844
47110384,31.698
47110385,24.901
47110386,34.064
47110387,12.457
47110388,17.940
47110389,31.729
47110390,31.787
47110391,47.821
47110392,27.361
47110394,32.010
47110395,15.977
47110396,8.531
47110397,3.855
47110401,13.604
47110402,21.044
47110403,17.528
47110404,32.881
47110405,37.200
47110406,27.442
47110407,30.603
47110408,31.438
47110409,39.710
47110410,38.350
47110411,27.526
47110412,31.123
47110413,34.385
47110434,13.685
47110435,12.629
47110436,9.980
47110439,16.670
47110440,17.897
47110441,16.405
47110442,25.054
47110443,32.181
47110444,30.925
47110445,31.636
47110446,24.656
47110447,30.579
47110448,37.985
47110449,26.977
47110450,16.367
47110451,8.706
47110452,27.094
47110453,29.731
47110455,12.292
47110456,14.761
47110457,28.892
47110460,29.564
47110461,14.142
47110463,8.388
47110466,18.167
47110467,14.591
47110468,35.265
47110469,23.560
47110470,15.485
47110471,31.190
47110472,33.245
47110473,15.510
47110474,35.662
47110475,27.720
47110506,8.499
47110507,18.497
47110508,14.997
47110509,14.232
47110510,28.520
47110511,10.184
47110512,4.733
47110513,15.662
47110514,29.426
47110515,20.297
47110516,20.007
47110517,19.627
47110518,23.161
47110519,21.931
47110520,26.290
47110521,12.305
47110522,18.111
47110523,8.289
47110524,8.477
47110531,22.862
47110532,39.325
47110533,28.983
47110534,31.083
47110535,34.499
47110536,29.546
47110537,31.882
47110538,21.245
47110539,33.169
47110540,8.391
47110541,32.457
47110542,33.218
47110543,33.117
47110544,24.517
47110545,33.610
47110546,22.867
47110547,28.629
47110548,12.691
47110549,38.095
47110550,52.935
47110551,29.231
47110552,37.989
47110553,35.600
47110554,26.013
47110555,17.397
47110556,28.863
47110557,35.314
47110558,28.186
47110559,32.803
47110560,35.097
47110561,28.927
47110562,32.591
47110563,22.292
47110564,23.531
47110565,22.156
47110566,32.197
47110567,32.226
47110568,30.759
47110569,29.715
47110570,34.032
47110571,36.080
47110572,29.244
47110573,27.104
47110574,29.382
47110575,19.288
47110576,9.217
47110577,23.516
47110579,19.602
47110581,3.584
47110651,6.935
47110652,23.611
47110654,9.812
47110655,17.349
47110656,17.608
47110657,14.386
47110658,15.428
47110659,21.210
47110660,15.438
47110661,13.744
47110662,14.056
47110663,8.907
47110664,2.783
47110665,11.695
47110666,18.918
47110667,16.181
47110668,7.390
47110669,34.552
47110670,9.599
47110689,2.687
47110691,5.201
47110694,3.920
47110699,8.955
