shape_id,shape_lat,shape_lon,point_seq,dist
73754,52.173528,-106.669737,97,3.8100
73995,52.138657,-106.603984,12,0.2200
74001,52.129217,-106.634571,101,0.3375
73680,52.114627,-106.650362,95,3.8186
73604,52.093007,-106.665738,78,2.2939
73702,52.168453,-106.637519,559,7.9001
73980,52.150231,-106.613182,137,3.1358
73722,52.099875,-106.699539,329,7.3324
73963,52.100580,-106.621098,157,3.5604
73940,52.151693,-106.696969,539,9.6205
73969,52.105110,-106.566707,2,0.0290
73920,52.136953,-106.736883,17,0.8610
73606,52.128458,-106.662112,11,0.2411
73905,52.129839,-106.635694,420,9.8275
73926,52.129267,-106.676696,380,8.7206
73952,52.109627,-106.598914,46,0.4501
73729,52.128485,-106.601817,379,6.5974
73701,52.167426,-106.643390,537,7.4058
73847,52.093514,-106.598344,115,4.5150
73740,52.100877,-106.670397,253,4.1037
73743,52.123414,-106.668324,207,6.0637
73958,52.116768,-106.622699,196,3.2625
73701,52.158937,-106.644893,467,6.3401
73713,52.158143,-106.651127,466,5.6283
74005,52.129179,-106.666079,365,6.8326
73741,52.100216,-106.659243,289,4.5175
74012,52.132309,-106.728253,93,3.1948
73994,52.140555,-106.579820,7,0.1050
73919,52.134137,-106.720833,162,2.2466
73642,52.133378,-106.695159,441,7.7677
73964,52.104764,-106.599144,94,2.6875
73707,52.157592,-106.644611,255,5.5728
73669,52.114702,-106.670566,158,2.0692
73679,52.114788,-106.635444,65,2.8607
73986,52.149344,-106.588055,321,8.1177
73676,52.115973,-106.671175,177,2.8071
73998,52.169741,-106.555338,511,11.7765
73707,52.149842,-106.615488,391,7.9704
74006,52.134126,-106.720873,412,7.5735
74007,52.134200,-106.720744,148,2.2503
73665,52.133896,-106.665551,33,0.7172
73742,52.112218,-106.675776,121,2.3725
74013,52.130644,-106.637400,5,0.0565
73702,52.152527,-106.623172,353,4.5572
73851,52.129528,-106.607249,362,7.1059
73903,52.130493,-106.637186,63,0.0951
73730,52.117668,-106.569914,269,4.2240
73764,52.180048,-106.624719,61,1.3185
73998,52.130046,-106.635841,89,0.2129
73707,52.129138,-106.633905,667,11.9152
73937,52.113098,-106.736555,204,3.7155
73851,52.093784,-106.587724,20,0.2793
74021,52.149507,-106.575470,100,2.8655
74010,52.143821,-106.660551,96,2.6743
73696,52.153195,-106.647842,196,4.6397
73970,52.105140,-106.565677,9,0.1002
73713,52.158220,-106.646942,432,5.3394
73722,52.105113,-106.711027,383,8.3272
73934,52.129265,-106.678974,66,1.2954
74019,52.151611,-106.677466,227,4.9080
73938,52.155247,-106.726286,146,1.9425
73683,52.110405,-106.734251,258,4.8013
73815,52.131641,-106.660804,28,0.5702
73638,52.125647,-106.733185,95,2.2351
73720,52.103857,-106.714112,53,0.9430
73710,52.119801,-106.653156,474,6.2789
73701,52.151649,-106.612503,297,3.8197
73949,52.134279,-106.720735,47,0.0932
73930,52.134144,-106.720815,363,7.7049
73877,52.167845,-106.639278,117,4.7843
74000,52.141020,-106.598926,176,3.9855
73709,52.151199,-106.616057,341,7.8072
73947,52.134204,-106.720742,145,2.2343
73723,52.100137,-106.646530,292,4.2416
73707,52.168061,-106.639172,151,3.5051
74006,52.134097,-106.721107,438,7.5922
73940,52.129372,-106.717037,106,3.9017
73723,52.105181,-106.646518,282,3.6806
73971,52.104856,-106.579985,110,2.6781
73953,52.112490,-106.597354,11,0.0252
73986,52.128861,-106.641443,59,1.7520
74005,52.128857,-106.642899,443,8.9662
73905,52.098898,-106.587842,110,2.4577
73604,52.119978,-106.656901,252,6.3765
74023,52.129153,-106.634179,327,6.3178
73608,52.129247,-106.710300,216,6.3531
73608,52.129992,-106.721435,228,7.1893
73980,52.149893,-106.579077,21,0.2431
73984,52.131480,-106.660667,4,0.1168
73709,52.097320,-106.656748,1043,18.4845
73765,52.180057,-106.622136,54,1.1415
73815,52.180628,-106.633156,350,8.9312
74011,52.161806,-106.687302,88,0.9224
73683,52.128575,-106.721627,84,0.8242
73611,52.130505,-106.663959,156,4.0092
73645,52.111326,-106.609091,349,8.1873
73700,52.172763,-106.613685,94,2.2834
73653,52.129145,-106.633742,73,2.9167
74001,52.143839,-106.598219,259,5.4090
73764,52.176458,-106.632925,99,2.1265
73926,52.129257,-106.692166,353,7.6616
73994,52.136591,-106.610664,134,3.2617
73732,52.122433,-106.575078,449,6.8286
73764,52.133458,-106.668186,364,9.2182
73876,52.133318,-106.669497,36,0.9078
73666,52.135661,-106.670203,422,9.9075
73678,52.121551,-106.669049,112,2.1428
73674,52.122375,-106.669065,104,2.0504
74010,52.151614,-106.681330,207,5.0506
73702,52.137734,-106.633179,112,1.2221
74010,52.170148,-106.686983,421,10.2393
73632,52.129764,-106.659865,23,0.6599
73819,52.167230,-106.637665,141,3.0377
74005,52.134156,-106.720793,156,2.2431
73973,52.098591,-106.566670,148,3.2269
74400,52.148639,-106.582348,90,3.0008
73730,52.130242,-106.636103,679,11.6515
73902,52.099656,-106.566746,153,3.6642
73998,52.129652,-106.611000,150,2.0616
73992,52.135589,-106.618922,191,2.0630
73942,52.143468,-106.721702,269,2.2215
73814,52.167987,-106.636260,25,0.1428
73707,52.150651,-106.615299,360,7.8747
73645,52.099738,-106.609828,217,4.7024
73937,52.127832,-106.723249,111,0.9672
73980,52.149747,-106.580274,32,0.3271
73740,52.100244,-106.616205,471,7.9646
73663,52.099778,-106.609842,145,3.6329
73702,52.130830,-106.638002,15,0.1010
73720,52.116046,-106.670861,302,7.2907
74000,52.142096,-106.598919,169,3.8655
74001,52.130589,-106.637452,22,0.0655
73634,52.134296,-106.720744,323,6.5990
73610,52.139608,-106.705822,181,4.2333
73730,52.129158,-106.583740,371,6.4699
73751,52.141177,-106.726262,86,1.1326
73677,52.129502,-106.661597,31,0.7678
74425,52.122728,-106.638929,37,1.8010
74019,52.143867,-106.652922,376,8.0743
73972,52.109407,-106.598914,49,0.4792
73710,52.131620,-106.627463,211,3.0820
73849,52.129000,-106.610498,166,2.1011
73960,52.117718,-106.634673,180,1.6076
73665,52.143862,-106.718556,224,5.5274
73713,52.158401,-106.645182,405,5.2147
73920,52.134406,-106.721006,88,2.1972
73632,52.125753,-106.733324,568,9.1899
73751,52.139629,-106.670234,401,9.9954
73730,52.134826,-106.623878,574,10.3507
73678,52.125606,-106.665314,7,0.1583
73685,52.124561,-106.673518,597,12.6034
73992,52.132919,-106.630562,99,1.0995
74007,52.131950,-106.652968,426,8.1725
73955,52.107341,-106.630161,257,3.1259
73736,52.100227,-106.634592,53,1.0040
73732,52.130482,-106.637248,59,0.0408
73876,52.166866,-106.669965,143,4.6914
73669,52.125870,-106.667076,32,0.7404
73721,52.109392,-106.676862,132,2.6572
73727,52.086226,-106.614489,10,0.1713
73975,52.103771,-106.581325,247,4.2284
74017,52.130650,-106.637388,3,0.0555
73702,52.155237,-106.638580,376,5.6902
74012,52.134116,-106.720976,226,3.8707
73701,52.152186,-106.618896,325,4.2614
73963,52.106172,-106.615318,214,5.1724
73674,52.114756,-106.605212,354,7.4389
74006,52.129595,-106.635884,97,0.2684
73631,52.126201,-106.738567,26,0.3877
73995,52.142147,-106.603965,32,0.6091
74018,52.129273,-106.669421,153,4.2926
73731,52.118209,-106.585565,276,6.0127
73985,52.155385,-106.559708,47,0.6830
73645,52.100295,-106.611481,292,6.8785
73684,52.133520,-106.722175,16,0.0572
73984,52.147617,-106.586451,323,8.3035
73653,52.128895,-106.628347,43,2.4446
73632,52.126306,-106.734416,575,9.2894
73930,52.127924,-106.758818,210,4.1702
73729,52.116738,-106.598914,48,0.6459
73676,52.114620,-106.668614,212,3.0948
73930,52.127665,-106.739661,111,2.1741
73735,52.121601,-106.668824,443,9.1477
73931,52.129078,-106.665522,411,8.4854
73926,52.129271,-106.673291,391,8.9546
73710,52.132879,-106.630380,157,2.6435
73683,52.110900,-106.686504,470,9.0551
73731,52.119936,-106.572647,179,4.3608
73926,52.133530,-106.722149,262,4.9823
73736,52.120158,-106.668894,316,5.6860
73720,52.099649,-106.699086,127,2.1140
73980,52.147538,-106.621863,162,3.8078
74000,52.144843,-106.598901,153,3.5595
73761,52.167363,-106.642406,232,6.5902
73638,52.134150,-106.720804,229,3.8978
73954,52.114796,-106.635291,212,1.9438
73685,52.124433,-106.668645,612,12.9380
73645,52.094420,-106.640519,70,1.3577
74011,52.148511,-106.677767,282,5.8490
73739,52.100249,-106.626410,424,6.8495
73741,52.124857,-106.667746,43,0.9412
73851,52.129533,-106.607144,361,7.0989
73930,52.133555,-106.722304,441,7.8389
74012,52.134284,-106.720737,171,3.8382
73949,52.133612,-106.721965,126,0.2173
73710,52.100215,-106.661512,572,9.0292
73764,52.133396,-106.668551,362,9.1922
73681,52.117042,-106.741751,432,10.0396
73682,52.120026,-106.738369,8,0.2057
74003,52.169346,-106.575787,166,3.3754
73698,52.167989,-106.627389,62,1.1081
73819,52.180408,-106.619377,5,0.0432
73952,52.112336,-106.597381,26,0.0447
73704,52.158847,-106.644801,654,11.2813
73604,52.104431,-106.670410,152,3.7000
74017,52.129314,-106.709549,274,5.9238
73658,52.093389,-106.633644,150,3.6868
74020,52.128861,-106.641443,58,1.7166
73611,52.129267,-106.679728,101,2.7927
73740,52.112465,-106.597673,591,10.9868
73677,52.115744,-106.671135,183,2.8334
73992,52.140225,-106.595044,353,5.3772
73746,52.147774,-106.700083,215,5.0575
73932,52.129326,-106.728244,89,2.8628
74020,52.145265,-106.575083,430,9.9249
74000,52.157837,-106.590539,98,1.5963
73673,52.130336,-106.663051,43,0.9509
74020,52.130216,-106.575513,619,12.9401
73663,52.113141,-106.610874,20,0.5160
73815,52.131910,-106.662298,22,0.4637
73723,52.113879,-106.646499,226,2.7125
73665,52.134344,-106.720802,479,11.2794
73723,52.118223,-106.646487,192,2.2285
73964,52.100502,-106.619972,9,0.0241
73709,52.167763,-106.636071,130,3.1487
73995,52.137557,-106.591186,108,2.6392
73673,52.114782,-106.624488,326,6.1179
73732,52.130050,-106.598934,341,3.9500
73681,52.133940,-106.721814,592,14.2099
73736,52.107544,-106.670420,233,4.2640
73673,52.121432,-106.668977,123,2.1573
73934,52.133280,-106.724568,137,4.6958
74012,52.134188,-106.720753,193,3.8506
73947,52.136957,-106.743008,7,0.4420
73680,52.114760,-106.643816,82,3.3709
73608,52.126173,-106.701083,101,3.1108
73942,52.152031,-106.697251,394,4.7481
73996,52.142935,-106.598913,222,4.5562
73751,52.137387,-106.726238,68,0.7095
73674,52.119442,-106.668927,131,2.3809
73646,52.128142,-106.660394,295,8.7451
73710,52.133116,-106.629340,169,2.7236
73665,52.134959,-106.725409,429,10.7813
73729,52.118213,-106.578615,224,3.3712
73720,52.101016,-106.718316,30,0.5128
74013,52.108261,-106.741676,733,13.9924
73680,52.114627,-106.651030,97,3.8646
73665,52.138484,-106.670217,81,1.6199
74394,52.129426,-106.608314,178,4.0879
73876,52.197454,-106.646540,346,12.7457
73704,52.114789,-106.656757,63,1.9541
73651,52.099778,-106.609842,218,4.7075
74006,52.134071,-106.721169,443,7.5974
73702,52.130775,-106.637765,10,0.0838
73673,52.114627,-106.649384,275,4.4129
73742,52.094305,-106.665132,167,4.5789
74001,52.143841,-106.601167,254,5.2080
73970,52.110843,-106.560007,83,1.0885
73955,52.130464,-106.636682,1,0.0000
74006,52.133058,-106.659159,158,2.0679
74006,52.133531,-106.722237,470,7.6962
73938,52.134394,-106.720977,361,6.6874
73632,52.130865,-106.674266,80,1.7898
73606,52.111090,-106.656771,95,2.4883
73704,52.168555,-106.635960,780,13.0318
73702,52.142409,-106.625830,183,2.1099
74397,52.162570,-106.575105,10,1.5081
74394,52.142186,-106.598918,77,1.9532
74008,52.129309,-106.635977,100,0.2962
74006,52.128886,-106.637509,107,0.4482
73934,52.134120,-106.720923,246,5.0377
73986,52.164955,-106.574761,441,11.2281
73716,52.154869,-106.663362,7,0.3240
73934,52.133520,-106.722192,291,5.1525
73936,52.111669,-106.725063,36,1.0685
74007,52.129279,-106.670492,353,6.5436
73685,52.110907,-106.693304,478,9.3124
73634,52.128467,-106.721706,493,7.5242
73741,52.114677,-106.670541,160,2.1494
73740,52.100249,-106.626410,441,7.2656
73704,52.168522,-106.635996,777,13.0280
73763,52.172467,-106.632675,114,2.5709
73919,52.129376,-106.717757,278,3.2922
73707,52.132905,-106.629812,570,10.9012
74001,52.139690,-106.603979,232,4.5539
73730,52.130060,-106.585060,376,6.6052
73959,52.118476,-106.615894,162,2.7534
73634,52.131427,-106.669030,29,0.5354
73728,52.084238,-106.639116,84,2.1208
73942,52.144306,-106.717833,280,2.5805
73752,52.197450,-106.648060,31,4.3661
73696,52.161176,-106.643468,224,5.7231
73902,52.091610,-106.580172,99,1.9121
74015,52.129270,-106.668780,406,9.2638
73954,52.130586,-106.637453,23,0.0665
73740,52.102894,-106.607771,514,8.9302
74394,52.129297,-106.629791,211,5.6597
73746,52.145665,-106.726878,363,9.7335
73709,52.138257,-106.631672,509,10.0256
73674,52.127005,-106.662791,20,0.4782
73752,52.198526,-106.646526,26,4.1421
73964,52.100408,-106.619946,11,0.0343
73972,52.104632,-106.598374,64,1.0397
73954,52.111001,-106.598915,361,6.0066
73675,52.130490,-106.663904,48,1.0114
73931,52.133529,-106.722246,271,3.9859
73764,52.178593,-106.613498,25,0.5060
73638,52.133373,-106.692046,455,7.9817
73723,52.082048,-106.635318,362,7.3745
73761,52.146287,-106.655138,180,3.9505
73677,52.123616,-106.668906,89,1.9107
73996,52.148052,-106.598903,247,5.1264
73727,52.113879,-106.646499,247,5.9237
73815,52.187543,-106.623741,402,10.3985
73940,52.153264,-106.701062,574,9.9693
74013,52.130490,-106.637352,51,0.0829
73954,52.105649,-106.612622,309,4.3565
73681,52.134116,-106.720982,695,14.3507
73632,52.131467,-106.681297,113,2.3388
73940,52.134122,-106.721010,258,5.0452
73729,52.129419,-106.608302,385,7.0535
73960,52.129341,-106.634960,99,0.3079
74008,52.129228,-106.666413,193,2.9691
73710,52.132416,-106.626898,203,2.9841
74012,52.131118,-106.722627,304,4.4360
73707,52.133483,-106.628509,584,11.0139
73709,52.110519,-106.656759,924,15.8390
73721,52.105216,-106.711259,388,8.3470
73958,52.116765,-106.629139,220,3.7045
73730,52.128533,-106.588808,390,7.0609
74006,52.130497,-106.637380,49,0.0859
73746,52.147106,-106.739056,322,8.7759
73903,52.129095,-106.610744,164,2.0808
73676,52.114623,-106.664130,226,3.4028
73751,52.143863,-106.681888,343,8.7273
73931,52.132967,-106.724355,294,4.1981
73681,52.112692,-106.709667,282,7.2612
73719,52.103900,-106.714044,55,0.9494
73974,52.104759,-106.580306,219,4.8643
73743,52.122505,-106.668595,200,5.9608
74005,52.134230,-106.720731,140,2.2313
74008,52.129016,-106.646765,118,1.0798
73938,52.157113,-106.716444,90,1.1096
73687,52.118594,-106.708329,135,4.4542
74020,52.128887,-106.637553,63,1.9827
73953,52.112328,-106.597404,27,0.0461
73713,52.159033,-106.645762,327,5.1051
73673,52.118517,-106.669167,140,2.4866
74018,52.129265,-106.679018,118,3.6345
73681,52.124255,-106.664120,31,0.6861
73607,52.103609,-106.681822,23,0.7141
73675,52.130645,-106.664757,51,1.0728
73996,52.144369,-106.598907,231,4.7162
73815,52.172514,-106.635433,317,7.8402
73926,52.128247,-106.758829,58,1.3630
73930,52.134122,-106.720894,375,7.7127
73632,52.133614,-106.722565,294,7.2091
73676,52.114781,-106.621158,334,6.3459
73735,52.122402,-106.668640,446,9.2383
74003,52.170335,-106.574734,186,3.5093
74008,52.134324,-106.720766,358,7.5365
73722,52.100026,-106.721479,472,9.3005
74015,52.129302,-106.700927,342,7.0614
73736,52.100894,-106.627909,33,0.4877
73741,52.100224,-106.639742,367,5.8525
73930,52.134350,-106.720815,313,7.6740
73704,52.166207,-106.644500,728,12.1658
73713,52.143872,-106.662154,60,1.8263
73659,52.132787,-106.657689,23,0.5213
73673,52.114620,-106.668703,210,3.0888
73932,52.134114,-106.720969,225,3.8707
74022,52.136225,-106.583336,404,6.5360
73732,52.134558,-106.624755,180,1.3587
74013,52.134122,-106.720894,413,7.5710
73732,52.122766,-106.586782,599,9.4948
74016,52.151336,-106.696819,703,12.1144
74007,52.134361,-106.720853,104,2.2247
73680,52.114765,-106.641302,79,3.1989
73704,52.152421,-106.621789,541,9.4160
74005,52.134425,-106.721051,85,2.1934
73942,52.137563,-106.720174,205,1.2446
73969,52.112455,-106.598351,189,4.8539
73608,52.126192,-106.681519,60,1.7705
73710,52.130461,-106.636773,361,4.0735
73935,52.129268,-106.675840,52,1.0804
73719,52.100044,-106.699881,120,2.0435
74012,52.129266,-106.677503,370,7.6618
73713,52.133491,-106.661555,9,0.3813
73753,52.172573,-106.668797,125,3.9435
73651,52.092020,-106.613110,170,3.5910
74400,52.131644,-106.576831,366,7.2319
73730,52.130159,-106.598934,420,7.8400
73727,52.086507,-106.631937,55,1.4036
73663,52.094420,-106.640519,293,6.9828
73940,52.147275,-106.713280,459,8.1408
73935,52.129273,-106.671039,38,0.7514
74416,52.129992,-106.721435,70,0.6640
74013,52.130489,-106.637261,61,0.0901
73960,52.118452,-106.609415,284,3.5170
73724,52.080521,-106.634846,39,1.0310
74008,52.128861,-106.641443,111,0.7123
73704,52.172893,-106.613756,845,15.1172
73954,52.106405,-106.616522,301,4.0766
74016,52.142647,-106.721725,585,9.5806
73949,52.134973,-106.759168,287,3.2130
73686,52.118434,-106.683699,88,2.3845
73738,52.100626,-106.610224,35,0.7476
73903,52.130046,-106.635841,86,0.2059
73631,52.119334,-106.757086,139,2.4430
73980,52.150961,-106.609827,129,2.8922
73919,52.136847,-106.732927,31,1.1332
73735,52.127493,-106.666265,474,9.8292
73645,52.094161,-106.610921,190,3.9926
73932,52.132619,-106.728221,96,3.2298
73713,52.158024,-106.658382,94,3.8135
73984,52.141231,-106.549709,547,12.2590
73922,52.133529,-106.722155,13,0.0885
74016,52.134334,-106.721216,325,7.4963
73681,52.124538,-106.670416,49,1.1717
74416,52.126164,-106.711098,94,1.8973
73851,52.129617,-106.606745,357,7.0692
73703,52.114789,-106.656757,64,2.0211
73753,52.172627,-106.668957,123,3.9309
73919,52.136877,-106.733060,30,1.1237
73707,52.168158,-106.635489,125,3.0891
73959,52.118286,-106.616536,165,2.8022
74020,52.130471,-106.636820,164,2.4187
73970,52.112436,-106.598435,187,4.8475
73702,52.175276,-106.615838,658,10.4643
73925,52.134005,-106.721714,131,4.7446
73701,52.140245,-106.627608,167,1.7159
73942,52.134253,-106.720729,53,0.0966
73687,52.133624,-106.722522,258,7.7776
73681,52.108544,-106.705090,246,6.2008
73930,52.129260,-106.688075,512,10.7848
73646,52.113140,-106.620473,121,2.9430
73651,52.093817,-106.610783,186,3.9522
73819,52.178380,-106.612833,38,0.5710
74022,52.143497,-106.591345,336,4.8446
73998,52.170485,-106.582751,374,9.0115
73998,52.130505,-106.637400,46,0.0849
74005,52.129398,-106.721428,274,3.0401
73931,52.129270,-106.673437,384,7.9408
73646,52.128881,-106.646467,241,7.0161
73688,52.121787,-106.705785,177,3.9313
73638,52.120187,-106.741528,43,1.0345
73701,52.151310,-106.611768,275,3.7544
73763,52.143856,-106.661316,279,7.2941
73992,52.134218,-106.634646,93,0.7841
73659,52.129903,-106.635720,89,2.5959
73818,52.167652,-106.636288,133,2.9319
73669,52.115707,-106.671122,148,1.9504
73611,52.137025,-106.694110,26,0.9453
73851,52.123123,-106.604304,211,6.0384
73663,52.100295,-106.611481,136,3.4548
73722,52.092880,-106.680258,271,5.7512
74011,52.157360,-106.679288,136,2.1561
73902,52.098033,-106.584290,49,0.9298
73931,52.120191,-106.741608,41,1.3291
73642,52.134288,-106.720739,198,3.8785
73722,52.109572,-106.676847,131,2.6371
74394,52.148006,-106.602588,39,1.0471
73681,52.113171,-106.702895,220,5.5862
73935,52.134124,-106.720995,257,5.0437
74007,52.134053,-106.729252,52,1.5524
73949,52.134124,-106.730241,190,0.8881
73740,52.111124,-106.598903,573,10.7652
73646,52.128850,-106.641431,235,6.6730
73713,52.158382,-106.645211,409,5.2175
74018,52.129308,-106.708060,84,1.6463
73707,52.130730,-106.628534,625,11.4242
73644,52.121044,-106.736194,69,1.4847
73729,52.129448,-106.629411,421,8.5945
73765,52.179736,-106.627443,74,1.5122
73651,52.100244,-106.616250,242,5.2135
73992,52.138657,-106.603984,269,3.3555
73677,52.114785,-106.631560,309,5.6338
73819,52.168409,-106.637403,174,3.4073
73942,52.147323,-106.701053,352,4.0742
73665,52.133375,-106.723931,442,11.0222
73704,52.155787,-106.638994,578,10.7130
73986,52.129942,-106.635754,82,2.2459
73728,52.083993,-106.639113,82,2.0938
73940,52.137160,-106.720665,356,6.1033
74006,52.133520,-106.722186,463,7.6917
73632,52.130860,-106.677422,93,2.0058
73677,52.118517,-106.669167,140,2.4866
74399,52.129880,-106.574722,196,3.4499
73606,52.107443,-106.671102,157,3.8929
73651,52.093390,-106.629775,111,2.1177
73752,52.194694,-106.677590,92,6.4688
73815,52.143788,-106.660250,156,3.4477
74424,52.133688,-106.638319,165,2.7649
73736,52.100221,-106.646370,99,1.8100
73644,52.125607,-106.733133,94,2.2301
73683,52.133536,-106.722258,28,0.0636
73720,52.104028,-106.712263,92,1.0822
74394,52.147890,-106.606047,16,0.7730
73704,52.142881,-106.622791,405,7.2959
73968,52.111975,-106.565177,105,3.2259
73819,52.133305,-106.670102,345,8.8493
73973,52.104650,-106.578114,206,4.7066
73740,52.100218,-106.650394,342,5.5395
73980,52.150979,-106.592743,116,1.7214
73669,52.114625,-106.661377,200,2.7037
73631,52.126076,-106.738837,28,0.4099
74008,52.133520,-106.722158,457,7.6847
73649,52.105354,-106.656756,111,3.0745
73934,52.125716,-106.733046,412,6.7909
