shape_id,shape_lat,shape_lon,point_seq,dist
73819,52.176303,-106.618507,68,1.2138
74008,52.130489,-106.637261,61,0.0901
73683,52.110903,-106.689537,458,8.8471
73975,52.102416,-106.586358,256,4.7234
73974,52.104409,-106.576309,198,4.5793
73939,52.151464,-106.723362,198,2.9800
73819,52.167736,-106.636120,132,2.9169
73673,52.130347,-106.663112,44,0.9550
73741,52.115446,-106.670994,149,2.0573
73651,52.094938,-106.642458,61,1.2125
73741,52.108344,-106.670424,206,2.8565
74023,52.136595,-106.612463,165,4.3547
73986,52.149897,-106.578954,397,9.2072
73818,52.172467,-106.632675,106,2.3348
73903,52.130352,-106.636341,79,0.1570
73902,52.093051,-106.572277,131,2.6031
73934,52.113096,-106.735755,477,8.8638
73645,52.093392,-106.625469,122,2.4137
74023,52.136587,-106.607997,158,4.0487
74010,52.170740,-106.688720,465,10.3906
73688,52.133520,-106.722203,20,0.0592
73960,52.118849,-106.612471,269,3.2880
73876,52.164104,-106.670321,131,4.3808
73996,52.129300,-106.607307,155,2.3157
73943,52.147053,-106.701745,64,1.4341
73681,52.112488,-106.709964,275,7.2305
73653,52.129186,-106.633386,70,2.8920
73984,52.129153,-106.634179,195,2.6637
74003,52.169895,-106.555480,243,5.1089
74020,52.143776,-106.569474,445,10.4780
73970,52.109343,-106.557963,61,0.8555
73677,52.130490,-106.663904,48,1.0114
73707,52.142944,-106.624555,449,9.1384
73666,52.150774,-106.730488,195,3.5983
73729,52.122855,-106.587385,159,2.2411
73732,52.130476,-106.636913,68,0.0640
73675,52.114627,-106.650407,271,4.3429
73680,52.114763,-106.636998,67,2.9038
73731,52.112449,-106.598295,446,8.8017
73696,52.142530,-106.652098,66,1.9081
73755,52.173166,-106.669680,104,3.8506
73753,52.183842,-106.646458,191,7.2987
74019,52.151613,-106.681284,245,5.1690
73942,52.133528,-106.722160,133,0.2345
73678,52.114623,-106.664793,224,3.3568
73953,52.112405,-106.597324,19,0.0358
73996,52.169693,-106.590506,317,8.8629
73815,52.187521,-106.627444,395,10.1454
73746,52.143863,-106.681888,133,2.6552
73940,52.147118,-106.711113,467,8.2900
73720,52.101885,-106.670409,221,5.4066
74017,52.130487,-106.636962,69,0.1103
73905,52.129205,-106.631883,398,9.5358
73849,52.097735,-106.598901,336,8.1575
74020,52.130136,-106.635943,85,2.2352
73704,52.132898,-106.639761,257,5.3345
73980,52.146424,-106.622620,169,3.9434
73713,52.188973,-106.646534,569,9.1816
73673,52.115707,-106.671122,184,2.8376
73972,52.103865,-106.567384,159,3.6985
73659,52.133182,-106.659874,10,0.3656
73740,52.100218,-106.652806,331,5.3745
74005,52.128886,-106.636101,453,9.4313
73966,52.104779,-106.608049,78,1.6235
73903,52.130490,-106.636999,68,0.1081
73730,52.118151,-106.570070,280,4.2813
73960,52.120937,-106.598933,335,4.6875
73665,52.150782,-106.725808,285,7.2961
73934,52.130694,-106.722074,124,4.3598
73742,52.100058,-106.670425,155,3.8423
73937,52.130384,-106.721685,65,0.6166
73736,52.128044,-106.666001,355,6.5931
73604,52.113643,-106.656770,231,5.6700
73997,52.170113,-106.588234,76,2.3818
73903,52.092445,-106.572499,414,9.5420
73943,52.150940,-106.696801,97,2.0364
73732,52.129967,-106.595002,355,4.2200
73713,52.157382,-106.645336,204,4.7458
73969,52.112513,-106.597411,199,4.9194
73986,52.149718,-106.580399,384,9.1056
73681,52.115911,-106.721330,382,8.3473
73701,52.137734,-106.633179,112,1.2221
73947,52.136954,-106.740150,13,0.6370
73930,52.129134,-106.665496,572,12.3385
73608,52.126198,-106.682159,61,1.8145
73710,52.130291,-106.636200,286,3.9132
73718,52.154688,-106.663363,124,7.1044
73983,52.146373,-106.584212,82,0.9004
73923,52.134031,-106.721675,153,4.9151
74400,52.129922,-106.574847,342,6.9898
74010,52.136626,-106.654397,38,1.1323
73739,52.124857,-106.667746,43,0.9412
73958,52.121879,-106.603932,107,1.5568
73678,52.114765,-106.641443,287,4.9565
73743,52.113724,-106.674337,156,4.8546
74013,52.128497,-106.662323,179,2.6773
73755,52.172974,-106.664452,153,4.2825
73986,52.149959,-106.588654,319,8.0374
73665,52.137223,-106.670206,76,1.4799
73608,52.134405,-106.721009,273,7.9010
73688,52.126752,-106.662928,284,7.4885
73743,52.086743,-106.648479,9,0.1216
73984,52.132605,-106.656653,26,0.5452
73724,52.081150,-106.635248,31,0.9555
73746,52.146227,-106.730709,341,9.4480
73722,52.093065,-106.664879,216,4.6839
73877,52.140376,-106.658293,21,1.1475
74015,52.129314,-106.709549,333,6.4714
73665,52.136641,-106.726159,419,10.5882
74026,52.121350,-106.741193,51,1.4624
73968,52.112323,-106.598917,37,0.1552
73723,52.119899,-106.646486,180,2.0425
74003,52.157954,-106.596572,7,0.2720
73947,52.136953,-106.734141,25,1.0491
73687,52.125715,-106.714794,189,5.6572
73685,52.130287,-106.721597,66,0.6292
73961,52.121883,-106.601460,321,4.4093
73852,52.098611,-106.585427,108,1.6580
73923,52.142098,-106.728456,369,6.4698
73720,52.099840,-106.724698,2,0.0460
73934,52.107836,-106.734439,545,10.8521
73675,52.115857,-106.671165,180,2.8202
73954,52.107336,-106.633860,240,2.8719
73998,52.170135,-106.586607,349,8.7410
73731,52.117377,-106.598912,417,8.1900
73937,52.111616,-106.725066,237,4.7290
73686,52.118435,-106.684473,84,2.3315
73701,52.152198,-106.619041,326,4.2716
73675,52.114778,-106.616751,340,6.6479
74394,52.148406,-106.606060,13,0.7160
74015,52.127900,-106.747642,14,0.0890
73723,52.130493,-106.637186,64,0.0781
73724,52.085566,-106.641579,1,0.0000
73674,52.112410,-106.598467,368,8.1697
73732,52.123355,-106.584831,419,6.0717
74008,52.142139,-106.744120,594,10.0785
73682,52.133631,-106.722496,140,3.7451
73687,52.134345,-106.720803,297,7.9351
73986,52.130589,-106.637452,114,2.3992
73852,52.098502,-106.585212,107,1.6388
74020,52.129747,-106.635736,77,2.1853
73677,52.114763,-106.643966,284,4.7834
73949,52.132310,-106.758878,266,2.9142
73676,52.114770,-106.636613,302,5.2877
73659,52.129919,-106.635731,88,2.5939
73609,52.133802,-106.721636,2,0.0078
73722,52.103600,-106.709169,363,8.1151
74020,52.134946,-106.561084,531,11.7219
73764,52.176651,-106.632939,96,2.1054
73676,52.112449,-106.598295,372,8.1828
73972,52.104985,-106.598909,59,0.9712
73937,52.121763,-106.740805,153,2.3881
73765,52.180035,-106.626251,65,1.4235
73702,52.155097,-106.638428,374,5.6715
73645,52.109490,-106.608829,342,7.9798
73606,52.127934,-106.662363,13,0.3025
73608,52.121126,-106.711572,153,4.9360
73713,52.158939,-106.645231,357,5.1455
73723,52.130567,-106.637453,28,0.0515
73942,52.137847,-106.719827,208,1.2846
74398,52.146671,-106.565715,35,1.0482
73632,52.131859,-106.671388,64,1.4831
74424,52.132131,-106.639577,142,2.5389
73741,52.122375,-106.669064,71,1.2400
73638,52.130864,-106.674933,528,9.4331
74015,52.134270,-106.720732,180,4.8430
73679,52.114784,-106.635118,62,2.8386
74007,52.129268,-106.667092,364,6.7767
73746,52.143866,-106.673359,98,2.0712
73967,52.112582,-106.565198,12,0.1179
73710,52.123310,-106.650486,450,5.7449
73609,52.124548,-106.714795,115,2.3293
73732,52.129209,-106.592423,365,4.4156
74005,52.131778,-106.652075,429,8.2224
73763,52.143705,-106.659115,273,7.1421
73688,52.132018,-106.723586,53,0.3934
73701,52.159585,-106.646153,520,6.4649
73665,52.134139,-106.720796,530,11.3114
73678,52.116561,-106.670919,161,2.7384
73999,52.155470,-106.591861,322,4.7718
73753,52.170561,-106.664629,161,4.5725
73730,52.129448,-106.629410,637,11.1277
74015,52.126707,-106.758777,53,1.1919
73765,52.178433,-106.630147,87,1.7479
73665,52.136544,-106.670213,70,1.4059
73736,52.100213,-106.667949,193,3.2890
73658,52.094160,-106.621264,113,2.7528
73755,52.173035,-106.646448,161,5.5236
73632,52.134208,-106.720739,368,7.3890
73940,52.139763,-106.719027,388,6.5012
73931,52.129877,-106.721416,317,4.6004
73752,52.194662,-106.658746,60,5.1688
73876,52.171510,-106.666504,210,5.2687
73819,52.168079,-106.639154,156,3.2714
73631,52.119589,-106.756176,146,2.5113
73958,52.116773,-106.621760,192,3.1984
73996,52.128219,-106.598944,163,2.9201
73732,52.130560,-106.637441,25,0.0192
74006,52.135886,-106.759689,627,10.7769
73755,52.172573,-106.667115,135,4.0896
73709,52.138242,-106.631763,511,10.0329
73634,52.133560,-106.722312,439,6.7561
73721,52.100154,-106.700111,334,7.3823
73678,52.114626,-106.660442,238,3.6548
73649,52.108171,-106.656760,101,2.7614
73638,52.134244,-106.720729,208,3.8839
73955,52.107341,-106.621382,291,3.7269
73604,52.106180,-106.670412,157,3.8950
73819,52.153265,-106.648137,217,5.5661
73686,52.109010,-106.689547,39,0.9384
73943,52.152078,-106.697304,115,2.1709
73696,52.168274,-106.635359,374,9.3394
73651,52.093674,-106.637730,84,1.5661
74009,52.128888,-106.636338,103,0.3632
73722,52.093529,-106.664788,191,4.6290
73986,52.130503,-106.637396,136,2.4126
73849,52.130491,-106.637372,48,0.0809
73742,52.117911,-106.669198,90,1.5868
74416,52.133530,-106.722149,11,0.0552
73663,52.100241,-106.613954,99,2.3179
73934,52.134232,-106.720717,209,5.0137
73815,52.183741,-106.619362,423,11.1236
73729,52.122868,-106.587471,157,2.2350
74018,52.133624,-106.722522,42,0.0920
73728,52.085569,-106.639368,128,2.2806
73666,52.146216,-106.728306,141,1.7701
73934,52.113201,-106.741694,464,8.4468
73713,52.157872,-106.650026,121,4.3912
74005,52.129258,-106.666749,363,6.7857
73975,52.092805,-106.557384,57,0.9160
74001,52.143839,-106.598172,260,5.4130
73969,52.110655,-106.566451,109,1.5364
73955,52.107339,-106.631690,250,3.0209
73720,52.093873,-106.670412,201,4.5145
73851,52.130269,-106.606527,311,6.9852
74012,52.129263,-106.682901,356,7.2928
73751,52.141806,-106.670234,390,9.7533
74008,52.129595,-106.635884,95,0.2634
73665,52.134122,-106.720846,538,11.3159
73713,52.187579,-106.646520,568,9.0266
73681,52.109178,-106.703785,235,6.0817
73905,52.098500,-106.565286,32,0.8027
73741,52.100258,-106.626590,421,6.8374
73696,52.145841,-106.647660,98,2.5811
73634,52.134124,-106.720995,386,6.6365
73704,52.159379,-106.646090,713,11.3963
73819,52.153343,-106.648096,216,5.5566
73634,52.127975,-106.722792,511,7.6175
73634,52.133802,-106.721636,403,6.6939
73713,52.158364,-106.645242,411,5.2212
73851,52.130471,-106.607070,286,6.9387
74399,52.140082,-106.563729,63,1.6382
73687,52.126130,-106.673350,44,1.2146
73709,52.132879,-106.630380,565,10.8760
73701,52.158403,-106.644108,437,6.2564
73761,52.161373,-106.645799,219,5.7825
73731,52.123648,-106.592809,337,7.0494
73674,52.125429,-106.663545,11,0.2957
73753,52.192138,-106.682725,4,0.0286
73713,52.177599,-106.646470,548,7.9165
73815,52.131755,-106.670249,71,1.4176
73814,52.183632,-106.619364,173,4.1522
73986,52.169170,-106.555052,575,13.5615
73732,52.130050,-106.597526,344,4.0460
73707,52.133472,-106.628609,583,11.0068
74013,52.134200,-106.720744,388,7.5539
74014,52.129262,-106.687277,248,4.3986
73952,52.112436,-106.597324,17,0.0318
74425,52.129729,-106.659637,271,6.4780
73740,52.114950,-106.670715,151,2.1129
73719,52.099838,-106.723531,10,0.1261
73743,52.128044,-106.666001,228,6.6048
73964,52.104929,-106.608921,75,2.0143
74016,52.147224,-106.712573,634,10.7245
73638,52.133642,-106.722452,313,4.0512
73673,52.114626,-106.660398,239,3.6578
74026,52.134165,-106.720778,198,3.8551
73665,52.143860,-106.718064,222,5.4944
74022,52.133151,-106.639497,71,0.4163
73958,52.115754,-106.598921,42,0.5321
73688,52.127013,-106.662804,286,7.5189
73751,52.133852,-106.670156,434,10.6375
73964,52.100566,-106.620053,6,0.0154
73736,52.116277,-106.670121,291,5.2383
74013,52.128096,-106.722567,549,8.5399
73877,52.168508,-106.638005,125,4.9060
73653,52.129309,-106.628429,46,2.4908
74010,52.143872,-106.662154,101,2.7836
73998,52.129675,-106.614470,146,1.8244
73996,52.142329,-106.598918,219,4.4892
73954,52.114869,-106.635290,211,1.9358
73739,52.130027,-106.661346,2,0.0155
73710,52.130497,-106.637385,331,4.0287
74013,52.130472,-106.661149,168,2.4289
73958,52.112351,-106.597354,23,0.0423
73631,52.122890,-106.755271,78,1.6405
74006,52.132634,-106.656812,146,1.9000
73937,52.133697,-106.721811,4,0.0248
74425,52.130238,-106.652932,245,5.9258
73923,52.140009,-106.749462,445,8.1453
73632,52.126357,-106.736032,579,9.3998
73665,52.133723,-106.663281,23,0.5504
73959,52.116769,-106.621899,193,3.2085
73719,52.103960,-106.713933,58,0.9602
73939,52.157013,-106.715868,78,1.0684
74018,52.130046,-106.635841,268,7.2626
73902,52.100301,-106.590808,10,0.1647
74400,52.148812,-106.582208,94,3.0220
73738,52.104732,-106.603670,85,2.0928
73940,52.129332,-106.712669,105,3.6026
73632,52.119371,-106.759507,698,11.4660
73752,52.194652,-106.672336,81,6.0990
74394,52.129022,-106.599124,133,3.4193
73815,52.167351,-106.644160,226,6.4568
74006,52.129317,-106.710300,277,5.9808
73980,52.132257,-106.654726,235,8.1746
73727,52.123818,-106.646482,315,7.0298
73954,52.106041,-106.614642,306,4.2117
73730,52.131449,-106.602369,441,8.2180
73934,52.120191,-106.741608,439,7.6678
73729,52.118530,-106.575074,234,3.6492
74014,52.129271,-106.669262,202,3.1645
73937,52.121461,-106.741104,156,2.4276
74007,52.129268,-106.675881,335,6.1745
73683,52.119887,-106.735652,190,2.8438
73731,52.123273,-106.584267,132,3.2416
73959,52.130280,-106.636174,344,6.5597
73930,52.134386,-106.720942,298,7.6623
74012,52.134387,-106.720962,136,3.8143
74006,52.129270,-106.674251,222,3.5116
74014,52.129272,-106.671661,210,3.3296
73611,52.130497,-106.663915,157,4.0122
74012,52.134336,-106.720786,157,3.8298
73709,52.135543,-106.633309,551,10.3957
73998,52.168002,-106.575885,419,9.8733
73642,52.134367,-106.720860,172,3.8633
73642,52.133520,-106.722192,292,4.0238
73684,52.118435,-106.685784,502,10.3603
73675,52.114789,-106.635279,304,5.3787
73713,52.157100,-106.646643,268,4.8624
73934,52.126669,-106.729845,399,6.5402
73847,52.111325,-106.586993,20,1.3631
73669,52.114628,-106.656537,216,3.0357
73651,52.095307,-106.647781,40,0.8403
73959,52.120904,-106.634678,260,4.5445
73685,52.130694,-106.722074,61,0.5732
73935,52.129261,-106.688783,79,1.9664
73926,52.133755,-106.722133,127,4.7049
73973,52.103538,-106.581367,234,5.0231
74398,52.140153,-106.550091,105,2.7160
73974,52.093168,-106.555982,40,0.8107
73986,52.149177,-106.587898,322,8.1387
73943,52.151547,-106.696892,104,2.1052
73852,52.098179,-106.583894,99,1.5147
73984,52.149397,-106.581327,375,8.9964
73986,52.149507,-106.575470,417,9.4503
73678,52.121289,-106.668839,126,2.1758
73735,52.100238,-106.611922,98,2.6676
73940,52.147308,-106.716382,451,7.9286
73930,52.129262,-106.687277,513,10.8398
73702,52.138099,-106.632635,133,1.2793
73998,52.155388,-106.596403,264,6.6224
73746,52.143875,-106.725921,376,9.9486
73653,52.129026,-106.635968,115,3.5354
73973,52.103771,-106.581325,232,4.9977
73984,52.129309,-106.635977,69,2.1327
73649,52.124801,-106.663844,31,0.6061
74013,52.131740,-106.660543,163,2.2817
73658,52.095654,-106.650129,222,4.8647
74005,52.134126,-106.720873,168,2.2500
73645,52.095654,-106.651469,28,0.5828
73740,52.101878,-106.670397,247,3.9927
74002,52.128469,-106.600526,209,4.1350
73923,52.134142,-106.720821,231,5.0289
73684,52.114730,-106.694769,420,8.0628
73686,52.118430,-106.682240,94,2.4846
73685,52.130035,-106.721449,69,0.6589
74394,52.137706,-106.598946,95,2.4513
73731,52.134580,-106.603980,12,0.2120
73735,52.100213,-106.666956,310,6.5207
73971,52.111741,-106.598916,40,0.2202
74023,52.143789,-106.577893,54,1.1842
73973,52.110284,-106.598914,282,7.1354
73720,52.099834,-106.723968,7,0.0961
73925,52.128098,-106.747219,7,0.0519
73943,52.147273,-106.701159,71,1.4820
73741,52.112418,-106.597310,592,10.6032
73709,52.167470,-106.644005,187,4.2016
73930,52.133529,-106.722246,26,0.0626
73685,52.133697,-106.721811,4,0.0248
73740,52.100229,-106.669673,258,4.2184
73686,52.118435,-106.685201,81,2.2815
73876,52.171369,-106.666536,203,5.2532
73675,52.126745,-106.662916,18,0.4479
74014,52.128885,-106.638924,108,0.5402
74011,52.158077,-106.679289,137,2.2361
73740,52.100215,-106.661424,296,4.7845
73685,52.119230,-106.726041,164,2.1793
73741,52.104918,-106.608894,515,8.9515
73964,52.112436,-106.598435,125,3.5835
73685,52.119505,-106.729061,176,2.3906
74397,52.167481,-106.555028,173,4.3264
74017,52.129273,-106.669421,203,3.1755
73955,52.112351,-106.597354,400,6.2859
73761,52.169709,-106.621297,360,9.4253
73719,52.099881,-106.722646,14,0.1863
73814,52.168129,-106.637124,15,0.0799
73663,52.099674,-106.609822,148,3.6451
73961,52.116768,-106.623543,222,2.4767
73634,52.133352,-106.701775,172,3.1758
74010,52.136626,-106.654422,37,1.1303
73685,52.114748,-106.717934,300,5.5659
74000,52.161212,-106.592077,72,1.1832
73997,52.168693,-106.593831,34,1.9621
74026,52.126544,-106.731062,75,2.3710
73739,52.100215,-106.660125,284,4.4575
74398,52.146290,-106.555326,175,3.6639
73970,52.110050,-106.573241,136,2.0238
74001,52.140206,-106.603976,235,4.6120
74008,52.133145,-106.659641,159,2.0975
73959,52.130093,-106.635890,340,6.5304
73713,52.158526,-106.645063,394,5.1977
73687,52.134228,-106.720717,325,7.9513
73696,52.136619,-106.654444,40,1.0888
73994,52.136499,-106.617175,158,3.7090
73765,52.179010,-106.616658,36,0.7270
73935,52.133618,-106.722547,142,4.8387
73645,52.094159,-106.617590,144,3.0387
73736,52.100221,-106.643803,90,1.6350
74013,52.129002,-106.721562,518,8.4043
73698,52.145841,-106.647807,314,7.1061
73992,52.143843,-106.603962,293,3.9326
74022,52.134140,-106.634374,96,0.8082
73940,52.150940,-106.696801,529,9.5350
73736,52.100249,-106.622690,9,0.1050
74013,52.132107,-106.653882,133,1.6857
74394,52.129540,-106.609430,180,4.1650
73698,52.145843,-106.649307,319,7.2091
73713,52.157746,-106.645615,169,4.6970
73983,52.149773,-106.580147,32,0.3266
74398,52.146485,-106.555509,178,3.6886
74013,52.126669,-106.728923,569,9.0124
73906,52.098903,-106.591058,113,2.6787
73642,52.134405,-106.721009,161,3.8518
73709,52.157255,-106.645044,249,5.5392
73665,52.137462,-106.726230,413,10.4970
73848,52.094315,-106.598890,48,1.1085
73746,52.150416,-106.705812,255,6.0876
73969,52.109845,-106.570076,126,1.8053
73709,52.167762,-106.639295,178,3.8277
73963,52.105467,-106.611684,222,5.4334
73764,52.133308,-106.670201,351,9.0784
73719,52.121558,-106.668839,331,7.9363
73762,52.175781,-106.616020,163,3.5947
73761,52.168499,-106.638002,252,6.9834
73923,52.142158,-106.731436,379,6.6742
73650,52.096170,-106.610019,197,4.2881
73819,52.180796,-106.619395,1,0.0000
73934,52.129179,-106.666079,21,0.4104
73638,52.134355,-106.720821,179,3.8673
73658,52.094161,-106.622694,118,2.8508
73685,52.112791,-106.709565,365,6.3689
73937,52.131118,-106.722627,59,0.5127
74000,52.145575,-106.598905,151,3.4784
73709,52.167346,-106.642138,182,4.0729
74016,52.139032,-106.718385,543,8.9000
74013,52.131710,-106.651847,124,1.5391
74019,52.168651,-106.689923,37,0.0982
73819,52.173029,-106.632680,103,2.2728
73995,52.141818,-106.594374,86,1.9854
74019,52.151611,-106.678392,234,4.9720
74013,52.130468,-106.636785,74,0.1236
74398,52.150056,-106.566582,25,0.6198
73608,52.126178,-106.679645,55,1.6425
73876,52.133328,-106.669309,35,0.8958
74005,52.134120,-106.720945,178,2.2554
73739,52.100221,-106.643848,352,5.5715
73751,52.147045,-106.702761,273,6.5344
73730,52.117175,-106.575073,237,3.7302
73984,52.149491,-106.581109,377,9.0150
73963,52.107291,-106.621088,203,4.7573
73955,52.126920,-106.634654,140,0.5836
73761,52.153343,-106.648096,207,4.8755
73943,52.149333,-106.696816,87,1.8582
73963,52.112326,-106.597563,319,7.3096
73720,52.102111,-106.705218,108,1.6112
74013,52.133575,-106.722024,450,7.6733
73681,52.110902,-106.688165,151,3.9017
74010,52.161101,-106.673983,268,6.6759
74015,52.134360,-106.720847,153,4.8278
73681,52.115537,-106.741594,426,9.8712
73707,52.131798,-106.627251,615,11.2765
73877,52.139391,-106.658753,17,1.0329
73677,52.114627,-106.653785,261,4.1109
73675,52.114765,-106.641443,287,4.9565
74013,52.116253,-106.741645,624,10.6415
73650,52.093393,-106.623511,127,2.5377
73704,52.152481,-106.622498,547,9.4656
73998,52.171061,-106.564533,489,10.8724
73984,52.130489,-106.637348,143,2.3812
73930,52.127449,-106.739925,117,2.2042
73938,52.134114,-106.720969,451,6.7452
73723,52.128869,-106.643779,115,0.8553
74020,52.150979,-106.591917,302,7.7404
73877,52.173070,-106.640948,180,6.2051
73683,52.110997,-106.694096,437,8.5238
73940,52.136598,-106.722933,341,5.9275
73681,52.123860,-106.664309,34,0.7320
73677,52.114781,-106.612569,348,6.9349
74008,52.130589,-106.637452,22,0.0655
73684,52.124543,-106.671084,570,12.0472
73721,52.105154,-106.712557,433,8.4481
73701,52.142881,-106.622791,209,2.3411
74006,52.132286,-106.740622,554,9.1194
73685,52.123760,-106.664612,620,13.2243
73609,52.130035,-106.721449,69,0.6589
73610,52.137089,-106.687461,118,2.6880
73984,52.149061,-106.581912,369,8.9417
73703,52.127441,-106.646468,150,3.9325
74013,52.113096,-106.735488,650,11.4170
73992,52.137709,-106.579837,424,6.9469
73709,52.168451,-106.637502,163,3.6345
73949,52.134265,-106.729495,185,0.8199
73645,52.100246,-106.618807,268,6.0736
73935,52.134394,-106.720977,162,4.9830
73731,52.118211,-106.582085,259,5.7747
73709,52.130292,-106.636200,693,12.1457
73919,52.129265,-106.679018,319,5.9445
73723,52.079151,-106.630084,406,7.9215
73677,52.123298,-106.669039,96,1.9470
73682,52.134300,-106.720747,189,3.9072
73710,52.130335,-106.636305,287,3.9221
73751,52.130343,-106.663064,477,11.3975
73953,52.107340,-106.630904,149,3.2288
73953,52.129534,-106.629285,283,6.5255
73959,52.129516,-106.628486,294,5.9325
73741,52.116423,-106.671031,128,1.9452
73707,52.129767,-106.628716,637,11.5396
73743,52.118925,-106.668962,185,5.5605
73739,52.130182,-106.662199,5,0.0771
73934,52.134365,-106.720853,172,4.9930
74022,52.143856,-106.592063,328,4.7506
73604,52.094746,-106.670383,54,1.7751
73751,52.147224,-106.701266,265,6.4265
73851,52.093210,-106.588860,10,0.1787
74012,52.132987,-106.727294,104,3.3342
73851,52.129779,-106.606496,343,7.0437
73984,52.148211,-106.582680,350,8.8322
74003,52.170739,-106.565891,213,4.1236
74016,52.134365,-106.720853,343,7.5282
73934,52.129270,-106.668240,27,0.5593
73727,52.086096,-106.634331,65,1.5785
73919,52.132193,-106.723746,253,2.6805
73955,52.107344,-106.622777,284,3.6319
73960,52.120321,-106.609000,293,3.7290
73727,52.086842,-106.646583,145,2.9150
73952,52.129791,-106.635674,285,6.1459
73925,52.129444,-106.725168,84,3.7803
73922,52.133553,-106.722078,9,0.0830
73731,52.118212,-106.580755,256,5.6827
73638,52.134239,-106.720729,209,3.8849
73646,52.100245,-106.617798,6,0.2200
73632,52.130106,-106.721476,493,8.1154
74014,52.129298,-106.696189,261,5.0088
73743,52.087396,-106.651084,19,0.3149
73753,52.178396,-106.646455,183,6.6927
73665,52.133783,-106.666478,37,0.7826
73678,52.114627,-106.650362,272,4.3459
73681,52.114748,-106.717934,350,8.0773
73682,52.134360,-106.720847,170,3.8959
74400,52.129880,-106.574722,341,6.9795
73935,52.134087,-106.721133,267,5.0544
73954,52.104749,-106.607761,328,4.7056
73814,52.173476,-106.632708,79,1.1509
73751,52.130189,-106.662211,481,11.4579
73992,52.135123,-106.619726,177,1.9869
73905,52.130299,-106.607742,247,7.5232
73687,52.126169,-106.678420,55,1.5616
73739,52.100268,-106.670126,240,3.7711
73740,52.100221,-106.643848,369,5.9875
73974,52.094332,-106.553540,17,0.5959
74010,52.169527,-106.690521,479,10.5743
73973,52.094249,-106.553917,21,0.6235
73707,52.157654,-106.644477,259,5.5844
73736,52.100217,-106.655963,142,2.4670
74008,52.133520,-106.722175,459,7.6857
73966,52.083418,-106.624326,241,6.0669
73735,52.102936,-106.608876,63,1.9196
73680,52.112319,-106.598607,2,0.0090
73685,52.114729,-106.695603,452,8.7291
74007,52.129262,-106.687277,311,5.3945
73763,52.178593,-106.613498,25,0.5060
74007,52.130136,-106.635943,473,9.5998
73720,52.101133,-106.718086,31,0.5335
73675,52.114627,-106.654847,258,4.0378
73851,52.111325,-106.586993,168,3.5816
73608,52.122039,-106.714796,176,5.2440
74020,52.149508,-106.575602,415,9.4058
73710,52.130542,-106.637436,318,4.0213
73704,52.136537,-106.633313,298,6.0437
74013,52.129399,-106.720976,281,6.7069
73903,52.099156,-106.592232,309,7.3571
74394,52.147662,-106.598903,50,1.3440
73645,52.095209,-106.655192,12,0.3194
74022,52.134782,-106.580931,419,6.7701
73730,52.133492,-106.625689,584,10.5539
73923,52.142150,-106.735888,399,6.9792
73970,52.110281,-106.567504,111,1.6193
73685,52.125176,-106.663681,630,13.4074
73674,52.125921,-106.667030,3,0.0352
73975,52.090688,-106.569933,112,1.8577
73852,52.098049,-106.584037,102,1.5315
73934,52.108261,-106.741676,562,11.4572
73730,52.116432,-106.574138,247,3.8762
73653,52.113140,-106.618693,1,0.0000
73684,52.117614,-106.741768,216,3.5406
73642,52.134297,-106.720738,196,3.8775
73677,52.114653,-106.602330,357,7.6363
73661,52.098678,-106.656748,4,0.1610
73959,52.112513,-106.597427,6,0.0193
73658,52.093392,-106.624135,126,3.0348
73762,52.169242,-106.631881,49,0.6074
73732,52.123433,-106.591342,620,9.8157
73739,52.100228,-106.632459,397,6.3515
73646,52.132090,-106.653829,249,7.6439
73905,52.129583,-106.609973,361,7.9327
74014,52.130464,-106.636682,1,0.0000
73642,52.133377,-106.696900,434,7.6487
73920,52.134159,-106.720787,155,2.2417
73736,52.115199,-106.670425,279,5.1154
73935,52.134406,-106.721006,159,4.9805
73709,52.168574,-106.635093,120,3.0356
73740,52.123512,-106.668962,58,1.1103
74022,52.130676,-106.637323,3,0.0526
73658,52.095654,-106.652320,226,5.0157
74000,52.168212,-106.587197,14,0.1333
73721,52.092806,-106.667210,251,4.8559
73674,52.126377,-106.663092,16,0.4051
74005,52.136953,-106.733920,26,1.0641
73720,52.102028,-106.716709,42,0.6710
73730,52.135498,-106.619019,542,9.9947
74400,52.143359,-106.567931,185,4.7017
73669,52.114627,-106.650318,237,3.4617
73972,52.102960,-106.567382,161,3.7995
73739,52.100221,-106.645622,347,5.4495
73926,52.134120,-106.720952,229,4.8735
73746,52.143864,-106.691998,158,3.3474
74011,52.148504,-106.679224,275,5.7490
73755,52.178396,-106.646455,171,6.1197
74425,52.131583,-106.650049,212,5.6684
73724,52.079155,-106.628656,69,1.5002
73934,52.134102,-106.721094,264,5.0510
73677,52.114757,-106.638065,299,5.1876
73719,52.101486,-106.717478,34,0.5915
73683,52.110901,-106.687291,466,9.0011
73971,52.112499,-106.597367,11,0.0288
73739,52.121412,-106.668954,90,1.3496
73763,52.139308,-106.670221,318,8.4113
73986,52.166368,-106.575880,467,11.4096
73851,52.093446,-106.583880,45,0.5694
73727,52.097420,-106.646534,177,4.0927
73940,52.134159,-106.720787,226,5.0251
73681,52.124585,-106.676639,71,1.5980
73994,52.135231,-106.619482,197,3.9252
73960,52.121726,-106.598934,328,4.6005
