stop_id,stop_code,stop_lat,stop_lon,location_type,wheelchair_boarding,name
5912,5912,52.133927,-106.721578,0,0,Confederation Terminal
5881,5881,52.105017,-106.57104,0,0,Briarwood / Banyan
5788,5788,52.133709,-106.710142,0,0,Witney / Rusholme
3632,3632,52.100134,-106.64262,0,0,Ruth / Haultain
3201,3201,52.135703,-106.660342,0,0,2nd Avenue / 26th Street
3998,3998,52.163611,-106.627658,0,0,Assiniboine / Capilano
3573,3573,52.107405,-106.653651,0,0,Taylor / Dufferin
3504,3504,52.099967,-106.662341,0,0,Wilson / Ruth
4018,4018,52.144556,-106.705853,0,0,Avenue W / Byers
5845,5845,52.104582,-106.598581,0,0,Taylor / Acadia
4033,4033,52.123462,-106.586198,0,0,Boychuk / McKercher
3196,3196,52.114346,-106.587126,0,0,McKercher / 8th Street
5782,5782,52.143775,-106.709675,0,0,33rd Street / Avenue Y
3114,3114,52.114537,-106.741515,0,0,Elevator/ 11th Street
4039,4039,52.109689,-106.569076,0,0,Briarvale / Briarwood
4236,4236,52.139835,-106.603845,0,0,Egbert / 111th Street
4321,4321,52.146122,-106.73403,0,0,Wedge / Manning
3341,3341,52.114694,-106.631019,0,0,8th Street / Louise
5651,5651,52.153216,-106.671145,0,0,39th Street / Avenue B
3242,3242,52.143772,-106.713984,0,0,33rd Street / Northumberland
4338,4338,52.113004,-106.737176,0,0,Caen / Haida Street
3563,3563,52.107238,-106.642548,0,0,Taylor / Haultain
4092,4092,52.132551,-106.734056,0,0,Centennial / McDougall
5391,5391,52.129116,-106.631879,0,0,Campus / Kinesiology
3239,3239,52.143776,-106.688614,0,0,33rd Street / Faulkner
3702,3702,52.147398,-106.605388,0,0,Reid / Adolph
4083,4083,52.156844,-106.720287,0,0,Hampton Circle / Klassen
4065,4065,52.107044,-106.656884,0,0,Broadway / Taylor
3110,3110,52.126246,-106.701049,0,0,20th Street / Avenue T
3354,3354,52.114709,-106.627533,0,0,8th Street / Sommerfeld
4035,4035,52.123126,-106.580057,0,0,Boychuk / Waterloo
5851,5851,52.123715,-106.650293,0,0,Temperance / Colony
3007,3007,52.136661,-106.604202,0,0,108th Street / Egbert
4383,4383,52.145113,-106.725804,0,0,George / 121 George Road
5614,5614,52.105024,-106.567129,0,0,Briarwood / Briarvale
3431,3431,52.16409,-106.62044,0,0,Assiniboine / Huron
3346,3346,52.200049,-106.646644,0,0,Millar / 70th Street
3302,3302,52.14418,-106.652208,0,0,7th Avenue / 33rd Street
3400,3400,52.154229,-106.642134,0,0,Alexandra / Eddy
4131,4131,52.111623,-106.646604,0,0,Clarence / 5th Street
3601,3601,52.18724,-106.619462,0,0,Silverwood / Adilman
5724,5724,52.14153,-106.721795,0,0,Matheson / Maxwell
3164,3164,52.130544,-106.663699,0,0,23rd Street / 2nd Avenue
5382,5382,52.154655,-106.663475,0,0,Quebec / 40th Street
5819,5819,52.097477,-106.609694,0,0,Arlington / 1700 East Heights
3807,3807,52.133905,-106.666183,0,0,25th Street / Ontario
4372,4372,52.195978,-106.646629,0,0,Millar / 66th Street
3467,3467,52.11865,-106.681364,0,0,Avenue H / 15th Street
5744,5744,52.11812,-106.586479,0,0,DeGeer / McKercher
3865,3865,52.118651,-106.61495,0,0,Main / Bateman
5762,5762,52.109409,-106.689395,0,0,Avenue M / Wellington
3925,3925,52.168525,-106.627401,0,0,La Ronge / Pinehouse
3798,3798,52.108789,-106.724527,0,0,Mountbatten / Lancaster
4324,4324,52.135398,-106.670068,0,0,Idylwyld / 27th Street
3658,3658,52.133435,-106.705218,0,0,Rusholme / Avenue V
5523,5523,52.135417,-106.582016,0,0,Kerr / Berini
4271,4271,52.146944,-106.587013,0,0,Forest / Spruce
3725,3725,52.136528,-106.656577,0,0,Queen / 4th Avenue
3690,3690,52.146925,-106.705302,0,0,Richardson / Avenue W
3659,3659,52.133271,-106.700282,0,0,Rusholme / Avenue T
3901,3901,52.170604,-106.573167,0,0,Evergreen / Salloum
4010,4010,52.100296,-106.647094,0,0,Ruth / Clarence Avenue
3885,3885,52.100576,-106.670267,0,0,Lorne / Ruth
5733,5733,52.121835,-106.71433,0,0,18th Street / Winnipeg
3604,3604,52.110977,-106.693753,0,0,Schuyler / Avenue P
3931,3931,52.091507,-106.578404,0,0,Kingsmere / Bronson
3631,3631,52.100301,-106.643329,0,0,Ruth / Haultain
3309,3309,52.137953,-106.651967,0,0,7th Avenue / King
3172,3172,52.132772,-106.658066,0,0,25th Street / 4th Avenue
3549,3549,52.147208,-106.714227,0,0,Richardson / Catherwood
3730,3730,52.169932,-106.634071,0,0,Primrose / Pinehouse
3701,3701,52.149365,-106.602249,0,0,Reid / Reid
5674,5674,52.079058,-106.624879,0,0,Galloway / Stonebridge Common
4415,4415,52.128357,-106.588761,0,0,Packham / 103rd Street
5734,5734,52.121693,-106.711935,0,0,Wardlow / 18th Street
5613,5613,52.104767,-106.573274,0,0,Briarwood / Boychuk
4053,4053,52.114389,-106.656885,0,0,Broadway / 8th Street
3727,3727,52.136528,-106.658109,0,0,Queen / 3rd Avenue
3983,3983,52.107231,-106.670229,0,0,Taylor Street / Lorne
3485,3485,52.191475,-106.646629,0,0,Millar / 64th Street
3671,3671,52.184147,-106.630661,0,0,Rowles / Russell
3427,3427,52.102609,-106.610676,0,0,Arlington / Porter
3482,3482,52.164634,-106.568675,0,0,Evergreen / Manek
4225,4225,52.098051,-106.584565,0,0,Stillwater / Weyakwin
3458,3458,52.150194,-106.559058,0,0,Stensrud / Shepherd
3585,3585,52.14195,-106.749576,0,0,Steeves / John A MacDonald
5835,5835,52.129174,-106.680521,0,0,22nd Street / Avenue H
3126,3126,52.128571,-106.662292,0,0,22nd Street / 3rd Avenue
3704,3704,52.148114,-106.599228,0,0,Reid / Central
4199,4199,52.118287,-106.579778,0,0,DeGeer / DeGeer
3893,3893,52.1125,-106.670569,0,0,Lorne / 6th Street
5746,5746,52.118134,-106.578931,0,0,DeGeer / Trent
4009,4009,52.170455,-106.646292,0,0,Millar / 50th Street
5681,5681,52.086124,-106.646408,0,0,Clarence / Brand
4433,4433,52.143764,-106.653386,0,0,33rd Street / 6th Avenue
5748,5748,52.122706,-106.574953,0,0,Boychuk / Brandon
3707,3707,52.121966,-106.721689,0,0,Fairmont / Clancy
3686,3686,52.093216,-106.583725,0,0,Kingsmere / Brightsand
5854,5854,52.180114,-106.623998,0,0,Meilicke / Stechishin
5753,5753,52.114425,-106.686349,0,0,Avenue K / 11th Street
3415,3415,52.118658,-106.711104,0,0,Appleby / Wardlow
3053,3053,52.124068,-106.722233,0,0,Fairmont / Forrester
3620,3620,52.13496,-106.710412,0,0,Witney / Rylston
4492,4492,52.108582,-106.710894,0,0,Fletcher/ Maple Leaf
3395,3395,52.186507,-106.633245,0,0,Adilman / Rowles
4388,4388,52.110935,-106.565493,0,0,Briarwood / Briargate
5485,5485,52.083922,-106.646043,0,0,Stonebridge / Clarence
City Centre,None,52.13003,-106.6618,1,0,City Centre Hub
3606,3606,52.110978,-106.691371,0,0,Schuyler / Avenue N
3472,3472,52.123146,-106.681508,0,0,Avenue H / 18th Street
3188,3188,52.092158,-106.617316,0,0,Eastview / 2700-Block
4082,4082,52.156937,-106.715465,0,0,Hampton Circle / Henick
5560_merged_979662,5560,52.15664,-106.6729,0,0,Avenue C / 41st Street
5392,5392,52.129672,-106.628725,0,0,Campus / Campus
4062,4062,52.117065,-106.656613,0,0,Broadway / Main
5560_merged_979664,5560,52.156631,-106.673061,0,0,Avenue C / 41st Street
5682,5682,52.086402,-106.646671,0,0,Clarence / Brand
3372,3372,52.116297,-106.598798,0,0,Acadia / Balfour
3454,3454,52.144053,-106.554877,0,0,Stensrud / Keedwell
3684,3684,52.156204,-106.685586,0,0,Airport Drive / Robin
4146,4146,52.105444,-106.646363,0,0,Clarence / Isabella
4487,4487,52.116281,-106.622817,0,0,Preston Avenue / Main Street
3729,3729,52.15619,-106.663463,0,0,Quebec / 41st Street
3839,3839,52.119602,-106.75585,0,0,McCormack / Parr
5810,5810,52.094769,-106.642162,0,0,Wilson / MacDermid
4087,4087,52.194691,-106.667352,0,0,Marquis / Siemens
3890,3890,52.114378,-106.67057,0,0,Lorne / 8th Street
4178,4178,52.135488,-106.725787,0,0,Confederation / Confederation
3340,3340,52.114713,-106.651468,0,0,8th Street / Lansdowne
4059,4059,52.105064,-106.656869,0,0,Broadway / Isabella
3028,3028,52.10165,-106.670517,0,0,Lorne / Adelaide
4016,4016,52.095666,-106.653536,0,0,Wilson / Dufferin
3545,3545,52.125269,-106.648419,0,0,Temperance / 17th Street
3646,3646,52.173365,-106.632566,0,0,Russell / Lenore
3119,3119,52.114555,-106.741778,0,0,Elevator/ 11th Street
3756,3756,52.11962,-106.729442,0,0,Pendygrasse / Henigman
3422,3422,52.102988,-106.608648,0,0,Louise / 3100-Block
3380,3380,52.109359,-106.59903,0,0,Acadia / Haight
3100,3100,52.12626,-106.687557,0,0,20th Street / Avenue L
3696,3696,52.152572,-106.592612,0,0,Rever / Fairbrother
3934,3934,52.092977,-106.591444,0,0,Kingsmere / Wollaston
3746,3746,52.122205,-106.622536,0,0,Preston / 14th Street
3466,3466,52.085477,-106.642061,0,0,Cope / Terminus
4004,4004,52.121417,-106.705887,0,0,Avenue W / 18th Street
3166,3166,52.092046,-106.614027,0,0,Eastview / 2500-Block
5476,5476,52.086366,-106.633876,0,0,Cornish / Willis Crescent
4287,4287,52.125906,-106.667479,0,0,20th Street / 1st Avenue
5458,5458,52.120504,-106.574767,0,0,Laurentian / Boychuk
3313,3313,52.112932,-106.609238,0,0,Arlington / 7th Street
3310,3310,52.137676,-106.652222,0,0,7th Avenue / King
5677,5677,52.097591,-106.646379,0,0,Clarence / Cascade
3335,3335,52.114886,-106.617263,0,0,8th Street / Emerson
5453,5453,52.097141,-106.656594,0,0,Broadway / Cascade
3858,3858,52.116839,-106.623346,0,0,Main / Preston
3818,3818,52.101622,-106.590132,0,0,McKercher / Taylor
5894,5894,52.1389,-106.56222,0,0,Kenderdine / Kerr
3623,3623,52.143997,-106.598777,0,0,Central / 115th Street
5393,5393,52.130248,-106.628637,0,0,Campus / Gymnasium Place
4133,4133,52.113076,-106.646349,0,0,Clarence / 6th Street
3226,3226,52.14376,-106.681151,0,0,33rd Street / Avenue H
3857,3857,52.11805,-106.61763,0,0,Main / Quance
5904,5904,52.13059,-106.636829,0,0,Place Riel / Terminal E&S
3660,3660,52.133428,-106.70126,0,0,Rusholme / Avenue T
3641,3641,52.175505,-106.632976,0,0,Russell / Thain
3717,3717,52.162233,-106.636102,0,0,Assiniboine / Red River
3796,3796,52.11351,-106.594007,0,0,Moss / 8th Street
4384,4384,52.146768,-106.723411,0,0,George /Makaroff
3667,3667,52.133294,-106.686607,0,0,Rusholme / Avenue L
3810,3810,52.170357,-106.664971,0,0,Faithfull / 50th Street
4114,4114,52.095693,-106.666779,0,0,Jasper Avenue
3368,3368,52.107083,-106.598777,0,0,Acadia / Avondale
4465,4465,52.136285,-106.56712,0,0,Kerr / Chotem
4235,4235,52.137818,-106.60386,0,0,Egbert / 109th Street
3787,3787,52.134289,-106.634092,0,0,Innovation / Campus
4301,4301,52.103664,-106.677584,0,0,Hilliard / Herman
5475,5475,52.086437,-106.629106,0,0,Cornish / Willis Way
4105,4105,52.14049,-106.599049,0,0,Central / 112th Street
3918,3918,52.119995,-106.651114,0,0,Lansdowne / 12th Street
5840,5840,52.156824,-106.686957,0,0,Airport / 2100 Block
3616,3616,52.164636,-106.617268,0,0,Saguenay / Sandy
3292,3292,52.131051,-106.659143,0,0,4th Avenue / 24th Street
3546,3546,52.122974,-106.650618,0,0,Temperance / 15th Street
5773,5773,52.137306,-106.585095,0,0,Kerr / Kellough
4460,4460,52.139456,-106.579685,0,0,Berini / Rogers
5519,5519,52.094542,-106.622566,0,0,Preston / Arlington
3359,3359,52.114657,-106.63801,0,0,8th Street / Wiggins
5884,5884,52.100027,-106.566744,0,0,Herold / 300-Block
3468,3468,52.120205,-106.681565,0,0,Avenue H / 16th Street
5723,5723,52.139768,-106.721807,0,0,Massey / Matheson
5704,5704,52.163963,-106.560244,0,0,Baltzan / Baltzan Cove
5763,5763,52.147773,-106.599047,0,0,Central / Reid
4041,4041,52.117553,-106.656871,0,0,Broadway / 10th Street
5792,5792,52.132958,-106.681167,0,0,Bedford Road Collegiate
5667,5667,52.083894,-106.633658,0,0,Gordon / Baillie
5725,5725,52.143768,-106.721331,0,0,33rd Street / Matheson
5662,5662,52.127182,-106.740607,0,0,Hart / crosswalk
3186,3186,52.131651,-106.652017,0,0,25th Street / Spadina
3639,3639,52.10031,-106.640068,0,0,Ruth / Cairns
3966,3966,52.134898,-106.571428,0,0,Kerr / Cowley
4197,4197,52.118289,-106.583466,0,0,DeGeer / DeGeer
4227,4227,52.146845,-106.646491,0,0,Edward / Balmoral
3506,3506,52.093474,-106.635759,0,0,Wilson / MacKenzie
5876,5876,52.129336,-106.681806,0,0,22nd Street / Avenue H
3921,3921,52.166903,-106.576388,0,0,Zary / Evergreen
4307,4307,52.147547,-106.739175,0,0,Latrace / Robinson
5351,5351,52.141211,-106.596308,0,0,Gray / Dunlop
5755,5755,52.12445,-106.671479,0,0,Farmers' Market
3829,3829,52.100319,-106.617484,0,0,Louise / 2500-Block
4048,4048,52.110846,-106.656884,0,0,Broadway / 4th Street
4293,4293,52.153072,-106.646973,0,0,Rupert / Hazen
5752,5752,52.124528,-106.680853,0,0,19th Street / Avenue H
5483,5483,52.08358,-106.635423,0,0,Galloway / Stonebridge
3116,3116,52.128937,-106.71015,0,0,Witney / 22nd Street
3561,3561,52.107247,-106.629135,0,0,Taylor / Morgan
3643,3643,52.175864,-106.63275,0,0,Russell / Roborecki
5711,5711,52.141431,-106.722072,0,0,Matheson / Maxwell
3041,3041,52.130637,-106.569143,0,0,Kenderdine Rd/ Peters Cove
4332,4332,52.131743,-106.671286,0,0,Jamieson / Avenue B
5751,5751,52.115196,-106.598789,0,0,Acadia / 8th Street
5804,5804,52.130765,-106.680391,0,0,23rd Street / Avenue G
3085,3085,52.108968,-106.71196,0,0,McLeod Avenue / Fletcher
3285,3285,52.132984,-106.660038,0,0,3rd Avenue / 25th Street
4136,4136,52.115499,-106.646604,0,0,Clarence / 9th Street
3078,3078,52.128968,-106.665696,0,0,1st Avenue / 22nd Street
3947,3947,52.142021,-106.726572,0,0,J A MacDonald / Confederation
4349,4349,52.113054,-106.614272,0,0,7th Street / Conn
3665,3665,52.133293,-106.688423,0,0,Rusholme / Avenue M
4128,4128,52.109403,-106.646363,0,0,Clarence / 2nd Street
3189,3189,52.136211,-106.681198,0,0,Avenue H / 28th Street
3817,3817,52.102215,-106.589536,0,0,McKercher / Taylor
4025,4025,52.114966,-106.587125,0,0,McKercher / 8th Street
4248,4248,52.101642,-106.563063,0,0,Pawlychenko / 135 Pawlychenko
4096,4096,52.133754,-106.598813,0,0,Central / 105th Street
5571,5571,52.11482,-106.735881,0,0,11th / Crescent Boulevard
4190,4190,52.116498,-106.634791,0,0,Cumberland / Main
3747,3747,52.121622,-106.622834,0,0,Preston / 14th Street
3118,3118,52.126412,-106.710146,0,0,Witney / 20th Street
5885,5885,52.102067,-106.567251,0,0,Herold / Pawlychenko
3661,3661,52.133438,-106.698012,0,0,Rusholme / Avenue R
3874,3874,52.100574,-106.610053,0,0,Louise / Arlington
3015,3015,52.143867,-106.586094,0,0,Forest / 500-Block
3361,3361,52.11461,-106.590858,0,0,8th Street / 3700-Block
3405,3405,52.150935,-106.644887,0,0,Alexandra / 1600-Block
5730,5730,52.118503,-106.710967,0,0,Appleby / Wardlow
5568,5568,52.113292,-106.724156,0,0,Lancaster / Caen
5869,5869,52.149956,-106.578577,0,0,Centennial Collegiate
5531,5531,52.079545,-106.63277,0,0,Galloway / McIntosh
3334,3334,52.114719,-106.616526,0,0,8th Street / Emerson
5469,5469,52.090956,-106.62283,0,0,Preston / Dumont
3152,3152,52.161124,-106.597416,0,0,Kristjanson / 800-Block
3571,3571,52.107422,-106.626341,0,0,Taylor / Grosvenor
5461,5461,52.116513,-106.57432,0,0,Boychuk / Laurentian
5370,5370,52.119854,-106.733569,0,0,Pendygrasse / Peeling
5855,5855,52.10033,-106.62319,0,0,Louise / Preston
4042,4042,52.11941,-106.656614,0,0,Broadway / 11th Street
3867,3867,52.118455,-106.609759,0,0,Main / Arlington
4486,4486,52.087175,-106.654669,0,0,Brand / Brand Court
4180,4180,52.119597,-106.634804,0,0,Cumberland / 12th Street
3413,3413,52.118669,-106.706012,0,0,Appleby / Avenue W
3072,3072,52.123633,-106.663361,0,0,19th Street / 3rd Avenue
5388,5388,52.112383,-106.710316,0,0,Dudley / Schuyler
4243,4243,52.108363,-106.741523,0,0,Elevator / Dieppe
5863,5863,52.145703,-106.575209,0,0,Lowe / Attridge
4022,4022,52.104258,-106.588301,0,0,Heritage / McKercher
