da_id,point_index,lat,lng
47110057,4,52.136628,-106.649706
47110057,5,52.136652,-106.650609
47110057,6,52.136639,-106.652172
47110057,7,52.136654,-106.653648
47110057,8,52.136659,-106.655227
47110057,9,52.137828,-106.655226
47110057,10,52.139447,-106.655228
47110057,11,52.139450,-106.653737
47110057,12,52.139453,-106.652174
47110057,13,52.139448,-106.650668
47110057,14,52.139443,-106.649075
47110057,15,52.139397,-106.647218
47110057,16,52.138866,-106.647448
47110058,0,52.142047,-106.641530
47110058,1,52.139011,-106.642464
47110058,2,52.137757,-106.643253
47110058,3,52.136985,-106.643963
47110058,4,52.136461,-106.644445
47110058,5,52.132525,-106.647256
47110058,6,52.131075,-106.648282
47110058,7,52.130307,-106.649225
47110058,8,52.131017,-106.650483
47110058,9,52.131147,-106.650727
47110058,10,52.131703,-106.651746
47110058,11,52.131779,-106.651890
47110058,12,52.131832,-106.652172
47110058,13,52.132323,-106.654745
47110058,14,52.132367,-106.655031
47110058,15,52.132498,-106.655877
47110058,16,52.132595,-106.656508
47110058,17,52.132652,-106.656793
47110058,18,52.133423,-106.656438
47110058,19,52.133598,-106.656358
47110058,20,52.133926,-106.656208
47110058,21,52.134101,-106.656127
47110058,22,52.134465,-106.655960
47110058,23,52.136659,-106.655227
47110058,24,52.136654,-106.653648
47110058,25,52.136639,-106.652172
47110058,26,52.136652,-106.650609
47110058,27,52.136628,-106.649706
47110058,28,52.136629,-106.649038
47110058,29,52.137825,-106.649001
47110058,30,52.137819,-106.648289
47110058,31,52.138866,-106.647448
47110058,32,52.139397,-106.647218
47110058,33,52.140781,-106.646582
47110058,34,52.140545,-106.644863
47110058,35,52.142217,-106.644224
47110058,36,52.143179,-106.643628
47110058,37,52.143842,-106.643114
47110058,38,52.143715,-106.642207
47110058,39,52.143378,-106.640368
47110058,40,52.142824,-106.640852
47110058,41,52.142695,-106.640965
47110058,42,52.142047,-106.641530
47110059,0,52.136659,-106.655227
47110059,1,52.134465,-106.655960
47110059,2,52.134755,-106.657669
47110059,3,52.135004,-106.659081
47110059,4,52.136642,-106.658339
47110059,5,52.136683,-106.656762
47110059,6,52.136659,-106.655227
47110060,0,52.133423,-106.656438
47110060,1,52.132652,-106.656793
47110060,2,52.132904,-106.658200
47110060,3,52.133008,-106.658452
47110060,4,52.134755,-106.657669
47110060,5,52.134465,-106.655960
47110060,6,52.134101,-106.656127
47110060,7,52.133926,-106.656208
47110060,8,52.133598,-106.656358
47110060,9,52.133423,-106.656438
47110061,0,52.134755,-106.657669
47110061,1,52.133008,-106.658452
47110061,2,52.133196,-106.659832
47110061,3,52.133513,-106.661539
47110061,4,52.135278,-106.660743
47110061,5,52.135004,-106.659081
47110061,6,52.134755,-106.657669
47110062,0,52.132595,-106.656508
47110062,1,52.130993,-106.657223
47110062,2,52.131374,-106.658917
47110062,3,52.129799,-106.659648
47110062,4,52.130054,-106.661352
47110062,5,52.130407,-106.663075
47110062,6,52.130663,-106.664735
47110062,7,52.132256,-106.664006
47110062,8,52.133735,-106.663256
47110062,9,52.133513,-106.661539
47110062,10,52.133196,-106.659832
47110062,11,52.133008,-106.658452
47110062,12,52.132904,-106.658200
47110062,13,52.132652,-106.656793
47110062,14,52.132595,-106.656508
47110063,0,52.130868,-106.655447
47110063,1,52.130693,-106.655532
47110063,2,52.130993,-106.657223
47110063,3,52.132595,-106.656508
47110063,4,52.132498,-106.655877
47110063,5,52.132367,-106.655031
47110063,6,52.132323,-106.654745
47110063,7,52.130868,-106.655447
47110064,0,52.130317,-106.653516
47110064,1,52.128860,-106.656121
47110064,2,52.129244,-106.656937
47110064,3,52.129446,-106.657911
47110064,4,52.129799,-106.659648
47110064,5,52.131374,-106.658917
47110064,6,52.130993,-106.657223
47110064,7,52.130693,-106.655532
47110064,8,52.130641,-106.655249
47110064,9,52.130317,-106.653516
47110065,0,52.129244,-106.656937
47110065,1,52.128860,-106.656121
47110065,2,52.127293,-106.658211
47110065,3,52.126719,-106.658777
47110065,4,52.126313,-106.659445
47110065,5,52.126577,-106.661150
47110065,6,52.126939,-106.662872
47110065,7,52.127193,-106.664635
47110065,8,52.127512,-106.666298
47110065,9,52.125954,-106.667087
47110065,10,52.126000,-106.667353
47110065,11,52.126102,-106.668426
47110065,12,52.126180,-106.670163
47110065,13,52.126671,-106.670246
47110065,14,52.127074,-106.670314
47110065,15,52.127410,-106.670312
47110065,16,52.127788,-106.670297
47110065,17,52.128507,-106.670266
47110065,18,52.129253,-106.670293
47110065,19,52.130909,-106.670238
47110065,20,52.131717,-106.670283
47110065,21,52.131773,-106.670279
47110065,22,52.132418,-106.670294
47110065,23,52.132426,-106.668679
47110065,24,52.132452,-106.667286
47110065,25,52.132449,-106.667153
47110065,26,52.132419,-106.665794
47110065,27,52.132411,-106.664992
47110065,28,52.132256,-106.664006
47110065,29,52.130663,-106.664735
47110065,30,52.130407,-106.663075
47110065,31,52.130054,-106.661352
47110065,32,52.129799,-106.659648
47110065,33,52.129446,-106.657911
47110065,34,52.129244,-106.656937
47110066,0,52.127620,-106.653733
47110066,1,52.126709,-106.654890
47110066,2,52.125622,-106.655709
47110066,3,52.125612,-106.655716
47110066,4,52.125234,-106.655945
47110066,5,52.124994,-106.656090
47110066,6,52.123694,-106.657321
47110066,7,52.122504,-106.659644
47110066,8,52.122428,-106.660004
47110066,9,52.121914,-106.661786
47110066,10,52.121809,-106.663406
47110066,11,52.121576,-106.666119
47110066,12,52.121558,-106.668054
47110066,13,52.121555,-106.668363
47110066,14,52.121495,-106.668870
47110066,15,52.121404,-106.669915
47110066,16,52.122450,-106.670027
47110066,17,52.123720,-106.670166
47110066,18,52.124339,-106.670280
47110066,19,52.124568,-106.670322
47110066,20,52.125794,-106.670090
47110066,21,52.126180,-106.670163
47110066,22,52.126102,-106.668426
47110066,23,52.126000,-106.667353
47110066,24,52.125954,-106.667087
47110066,25,52.127512,-106.666298
47110066,26,52.127193,-106.664635
47110066,27,52.126939,-106.662872
47110066,28,52.126577,-106.661150
47110066,29,52.126313,-106.659445
47110066,30,52.126719,-106.658777
47110066,31,52.127293,-106.658211
47110066,32,52.128860,-106.656121
47110066,33,52.130317,-106.653516
47110066,34,52.130641,-106.655249
47110066,35,52.130693,-106.655532
47110066,36,52.130868,-106.655447
47110066,37,52.132323,-106.654745
47110066,38,52.131832,-106.652172
47110066,39,52.131779,-106.651890
47110066,40,52.131703,-106.651746
47110066,41,52.131147,-106.650727
47110066,42,52.131017,-106.650483
47110066,43,52.130307,-106.649225
47110066,44,52.129729,-106.650442
47110066,45,52.128843,-106.652193
47110066,46,52.128645,-106.652443
47110066,47,52.127620,-106.653733
47110067,0,52.125794,-106.670090
47110067,1,52.124568,-106.670322
47110067,2,52.124581,-106.671959
47110067,3,52.124594,-106.673566
47110067,4,52.126141,-106.673522
47110067,5,52.126163,-106.675159
47110067,6,52.126167,-106.676810
47110067,7,52.127777,-106.676768
47110067,8,52.129331,-106.676700
47110067,9,52.129322,-106.675081
47110067,10,52.129302,-106.673418
47110067,11,52.129327,-106.671817
47110067,12,52.129316,-106.670520
47110067,13,52.129253,-106.670293
47110067,14,52.128507,-106.670266
47110067,15,52.127788,-106.670297
47110067,16,52.127410,-106.670312
47110067,17,52.127074,-106.670314
47110067,18,52.126671,-106.670246
47110067,19,52.126180,-106.670163
47110067,20,52.125794,-106.670090
47110558,0,52.127764,-106.705885
47110558,1,52.126190,-106.705869
47110558,2,52.126187,-106.707359
47110558,3,52.126182,-106.708922
47110558,4,52.126170,-106.710353
47110558,5,52.126148,-106.711886
47110558,6,52.126181,-106.713319
47110558,7,52.126160,-106.714808
47110558,8,52.126174,-106.716314
47110558,9,52.126159,-106.717638
47110558,10,52.126146,-106.718241
47110558,11,52.126847,-106.718668
47110558,12,52.127552,-106.719048
47110558,13,52.128027,-106.719254
47110558,14,52.129432,-106.719323
47110558,15,52.129410,-106.717569
47110558,16,52.129408,-106.717436
47110558,17,52.129352,-106.710366
47110558,18,52.127753,-106.710355
47110558,19,52.127783,-106.708895
47110558,20,52.127779,-106.707332
47110558,21,52.127764,-106.705885
47110559,0,52.127769,-106.704278
47110559,1,52.126214,-106.704219
47110559,2,52.126190,-106.705869
47110559,3,52.127764,-106.705885
47110559,4,52.127779,-106.707332
47110559,5,52.127783,-106.708895
47110559,6,52.127753,-106.710355
47110559,7,52.129352,-106.710366
47110559,8,52.130252,-106.710422
47110559,9,52.131826,-106.710365
47110559,10,52.131811,-106.708889
47110559,11,52.131833,-106.707428
47110559,12,52.131801,-106.705878
47110559,13,52.131824,-106.704272
47110559,14,52.130216,-106.704196
47110559,15,52.129315,-106.704256
47110559,16,52.127769,-106.704278
47110085,0,52.116782,-106.641476
47110085,1,52.115766,-106.641483
47110085,2,52.114814,-106.641505
47110085,3,52.114806,-106.641178
47110085,4,52.113810,-106.641177
47110085,5,52.113153,-106.641182
47110085,6,52.112883,-106.641202
47110085,7,52.112880,-106.644020
47110085,8,52.112899,-106.646518
47110085,9,52.112728,-106.646527
47110085,10,52.112754,-106.648543
47110085,11,52.113653,-106.648562
47110085,12,52.114671,-106.648515
47110085,13,52.115742,-106.648500
47110085,14,52.115759,-106.646507
47110085,15,52.115749,-106.644009
47110085,16,52.116764,-106.644032
47110085,17,52.116782,-106.641476
47110086,0,52.108313,-106.646554
47110086,1,52.107351,-106.646577
47110086,2,52.107341,-106.648562
47110086,3,52.107352,-106.649687
47110086,4,52.107356,-106.651323
47110086,5,52.108300,-106.651329
47110086,6,52.109235,-106.651319
47110086,7,52.110135,-106.651280
47110086,8,52.111052,-106.651284
47110086,9,52.111897,-106.651330
47110086,10,52.112769,-106.651304
47110086,11,52.112767,-106.654049
47110086,12,52.113648,-106.654038
47110086,13,52.113651,-106.651293
47110086,14,52.113653,-106.648562
47110086,15,52.112754,-106.648543
47110086,16,52.112728,-106.646527
47110086,17,52.111935,-106.646530
47110086,18,52.111046,-106.646552
47110086,19,52.110111,-106.646547
47110086,20,52.109230,-106.646544
47110086,21,52.108313,-106.646554
47110087,0,52.111067,-106.641193
47110087,1,52.110285,-106.641223
47110087,2,52.110114,-106.641202
47110087,3,52.110129,-106.644007
47110087,4,52.109203,-106.644016
47110087,5,52.108267,-106.644040
47110087,6,52.107368,-106.644051
47110087,7,52.107357,-106.644810
47110087,8,52.107351,-106.646577
47110087,9,52.108313,-106.646554
47110087,10,52.109230,-106.646544
47110087,11,52.110111,-106.646547
47110087,12,52.111046,-106.646552
47110087,13,52.111935,-106.646530
47110087,14,52.112728,-106.646527
47110087,15,52.112899,-106.646518
47110087,16,52.112880,-106.644020
47110087,17,52.112883,-106.641202
47110087,18,52.111994,-106.641169
47110087,19,52.111616,-106.641184
47110087,20,52.111067,-106.641193
47110088,0,52.111620,-106.638278
47110088,1,52.110253,-106.638301
47110088,2,52.110274,-106.636798
47110088,3,52.110250,-106.635307
47110088,4,52.108775,-106.635341
47110088,5,52.107354,-106.635362
47110088,6,52.107369,-106.636823
47110088,7,52.107349,-106.638282
47110088,8,52.107356,-106.639743
47110088,9,52.107354,-106.641174
47110088,10,52.107346,-106.642999
47110088,11,52.107368,-106.644051
47110088,12,52.108267,-106.644040
47110088,13,52.109203,-106.644016
47110088,14,52.110129,-106.644007
47110088,15,52.110114,-106.641202
47110088,16,52.110285,-106.641223
47110088,17,52.111067,-106.641193
47110088,18,52.111616,-106.641184
47110088,19,52.111645,-106.639725
47110088,20,52.111620,-106.638278
47110089,0,52.111625,-106.635314
47110089,1,52.110250,-106.635307
47110089,2,52.110274,-106.636798
47110089,3,52.110253,-106.638301
47110089,4,52.111620,-106.638278
47110089,5,52.111645,-106.639725
47110089,6,52.111616,-106.641184
47110089,7,52.111994,-106.641169
47110089,8,52.112883,-106.641202
47110089,9,52.113153,-106.641182
47110089,10,52.113810,-106.641177
47110089,11,52.114806,-106.641178
47110089,12,52.114795,-106.639774
47110089,13,52.114821,-106.638993
47110089,14,52.114808,-106.638290
47110089,15,52.114796,-106.636824
47110089,16,52.114854,-106.635328
47110089,17,52.113172,-106.635312
47110089,18,52.111625,-106.635314
47110090,0,52.108776,-106.629441
47110090,1,52.107382,-106.629463
47110090,2,52.107369,-106.630996
47110090,3,52.107358,-106.632427
47110090,4,52.107356,-106.633916
47110090,5,52.107354,-106.635362
47110090,6,52.108775,-106.635341
47110090,7,52.110250,-106.635307
47110090,8,52.111625,-106.635314
47110090,9,52.111618,-106.633911
47110090,10,52.111630,-106.632393
47110090,11,52.111605,-106.630932
47110090,12,52.110293,-106.630898
47110090,13,52.110259,-106.629437
47110090,14,52.108776,-106.629441
47110091,0,52.115574,-106.627850
47110091,1,52.114835,-106.627863
47110091,2,52.114831,-106.629485
47110091,3,52.113191,-106.629427
47110091,4,52.113187,-106.630960
47110091,5,52.111605,-106.630932
47110091,6,52.111630,-106.632393
47110091,7,52.111618,-106.633911
47110091,8,52.111625,-106.635314
47110091,9,52.113172,-106.635312
47110091,10,52.114854,-106.635328
47110091,11,52.115516,-106.635293
47110091,12,52.116060,-106.634719
47110091,13,52.116759,-106.634698
47110091,14,52.116786,-106.630974
47110091,15,52.116780,-106.629981
47110091,16,52.116789,-106.629295
47110091,17,52.116780,-106.628637
47110091,18,52.116793,-106.627689
47110091,19,52.116180,-106.627651
47110091,20,52.115842,-106.627704
47110091,21,52.115574,-106.627850
47110092,0,52.107885,-106.622783
47110092,1,52.107354,-106.622799
47110092,2,52.107347,-106.623536
47110092,3,52.107343,-106.624453
47110092,4,52.107365,-106.626075
47110092,5,52.107359,-106.627856
47110092,6,52.107382,-106.629463
47110092,7,52.108776,-106.629441
47110092,8,52.110259,-106.629437
47110092,9,52.110293,-106.630898
47110092,10,52.111605,-106.630932
47110092,11,52.113187,-106.630960
47110092,12,52.113191,-106.629427
47110092,13,52.113152,-106.627731
47110092,14,52.113161,-106.627011
47110092,15,52.113174,-106.626082
47110092,16,52.113179,-106.624373
47110092,17,52.113175,-106.622830
47110092,18,52.111622,-106.622758
47110092,19,52.110281,-106.622803
47110092,20,52.107885,-106.622783
47110093,0,52.116796,-106.622801
47110093,1,52.114812,-106.622819
47110093,2,52.113175,-106.622830
47110093,3,52.113179,-106.624373
47110093,4,52.113174,-106.626082
47110093,5,52.113161,-106.627011
47110093,6,52.113152,-106.627731
47110093,7,52.113191,-106.629427
47110093,8,52.114831,-106.629485
47110093,9,52.114835,-106.627863
47110093,10,52.115574,-106.627850
47110093,11,52.115842,-106.627704
47110093,12,52.116180,-106.627651
47110093,13,52.116793,-106.627689
47110093,14,52.116771,-106.626066
47110093,15,52.116793,-106.624446
47110093,16,52.116796,-106.622801
47110094,0,52.113160,-106.614631
47110094,1,52.112333,-106.614645
47110094,2,52.112333,-106.617288
47110094,3,52.112315,-106.618558
47110094,4,52.112289,-106.619851
47110094,5,52.110284,-106.619828
47110094,6,52.110292,-106.621187
47110094,7,52.110281,-106.622803
47110094,8,52.111622,-106.622758
47110094,9,52.113175,-106.622830
47110094,10,52.114812,-106.622819
47110094,11,52.114828,-106.621187
47110094,12,52.114794,-106.619735
47110094,13,52.114809,-106.616841
47110094,14,52.114809,-106.615146
47110094,15,52.113153,-106.615030
47110094,16,52.113160,-106.614631
47110095,0,52.118065,-106.614846
47110095,1,52.117085,-106.614725
47110095,2,52.117073,-106.612740
47110095,3,52.118763,-106.611927
47110095,4,52.118555,-106.610751
47110095,5,52.117018,-106.611491
47110095,6,52.116754,-106.610233
47110095,7,52.116518,-106.610367
47110095,8,52.116003,-106.610586
47110095,9,52.115610,-106.610778
47110095,10,52.115374,-106.610893
47110095,11,52.114827,-106.610877
47110095,12,52.114819,-106.612452
47110095,13,52.114802,-106.613349
47110095,14,52.114790,-106.613920
47110095,15,52.114809,-106.615146
47110095,16,52.114809,-106.616841
47110095,17,52.114794,-106.619735
47110095,18,52.114828,-106.621187
47110095,19,52.114812,-106.622819
47110095,20,52.116796,-106.622801
47110095,21,52.116780,-106.621847
47110095,22,52.116852,-106.621454
47110095,23,52.117135,-106.620500
47110095,24,52.117260,-106.619950
47110095,25,52.117504,-106.619184
47110095,26,52.117918,-106.617812
47110095,27,52.118295,-106.616584
47110095,28,52.118672,-106.615283
47110095,29,52.118065,-106.614846
47110096,0,52.116852,-106.621454
47110096,1,52.116780,-106.621847
47110096,2,52.116796,-106.622801
47110096,3,52.118854,-106.622796
47110096,4,52.119441,-106.622800
47110096,5,52.121663,-106.622801
47110096,6,52.121834,-106.622716
