da_id,point_index,lat,lng
47110539,18,52.106282,-106.656730
47110539,19,52.107351,-106.656799
47110539,20,52.107326,-106.655381
47110539,21,52.107345,-106.654053
47110539,22,52.107355,-106.652710
47110539,23,52.106267,-106.652655
47110539,24,52.105296,-106.652678
47110540,0,52.114750,-106.695485
47110540,1,52.113221,-106.695500
47110540,2,52.113206,-106.694054
47110540,3,52.112832,-106.694065
47110540,4,52.112822,-106.692579
47110540,5,52.110934,-106.692595
47110540,6,52.109047,-106.692581
47110540,7,52.109007,-106.691862
47110540,8,52.109025,-106.691040
47110540,9,52.109044,-106.689574
47110540,10,52.110915,-106.689542
47110540,11,52.110918,-106.688067
47110540,12,52.110904,-106.686519
47110540,13,52.110935,-106.685001
47110540,14,52.110915,-106.683876
47110540,15,52.110910,-106.683226
47110540,16,52.110883,-106.681257
47110540,17,52.110781,-106.681331
47110540,18,52.110660,-106.681418
47110540,19,52.110070,-106.681842
47110540,20,52.109245,-106.682271
47110540,21,52.106717,-106.683583
47110540,22,52.105327,-106.684372
47110540,23,52.103611,-106.685345
47110540,24,52.103362,-106.685486
47110540,25,52.101227,-106.688060
47110540,26,52.100882,-106.688477
47110540,27,52.099248,-106.691337
47110540,28,52.097978,-106.694092
47110540,29,52.097749,-106.694589
47110540,30,52.097561,-106.694998
47110540,31,52.097090,-106.695619
47110540,32,52.095643,-106.697530
47110540,33,52.093271,-106.700280
47110540,34,52.093122,-106.703177
47110540,35,52.092885,-106.703401
47110540,36,52.092226,-106.704193
47110540,37,52.092087,-106.704436
47110540,38,52.091888,-106.705187
47110540,39,52.091786,-106.705388
47110540,40,52.091756,-106.705507
47110540,41,52.091661,-106.705878
47110540,42,52.091576,-106.706212
47110540,43,52.091543,-106.706308
47110540,44,52.091323,-106.706947
47110540,45,52.090926,-106.708260
47110540,46,52.090805,-106.708518
47110540,47,52.090785,-106.708614
47110540,48,52.090689,-106.709068
47110540,49,52.090378,-106.710049
47110540,50,52.090136,-106.710638
47110540,51,52.090122,-106.710706
47110540,52,52.090011,-106.711218
47110540,53,52.089691,-106.712213
47110540,54,52.089589,-106.712428
47110540,55,52.089354,-106.713090
47110540,56,52.088918,-106.714051
47110540,57,52.088723,-106.714438
47110540,58,52.088438,-106.714894
47110540,59,52.088308,-106.715152
47110540,60,52.088075,-106.715698
47110540,61,52.087924,-106.716203
47110540,62,52.087748,-106.716590
47110540,63,52.087433,-106.717220
47110540,64,52.087037,-106.717818
47110540,65,52.087005,-106.717877
47110540,66,52.086999,-106.717888
47110540,67,52.087755,-106.717919
47110540,68,52.092570,-106.717941
47110540,69,52.093547,-106.717946
47110540,70,52.093675,-106.717934
47110540,71,52.093922,-106.717910
47110540,72,52.094484,-106.717912
47110540,73,52.095651,-106.717915
47110540,74,52.100048,-106.717927
47110540,75,52.100128,-106.717927
47110540,76,52.104144,-106.717916
47110540,77,52.104854,-106.717914
47110540,78,52.105273,-106.717889
47110540,79,52.106310,-106.717892
47110540,80,52.106768,-106.717894
47110540,81,52.108572,-106.717901
47110540,82,52.108573,-106.717472
47110540,83,52.108564,-106.716518
47110540,84,52.108558,-106.715768
47110540,85,52.107274,-106.715763
47110540,86,52.107013,-106.715662
47110540,87,52.106780,-106.715469
47110540,88,52.106498,-106.714962
47110540,89,52.106381,-106.714546
47110540,90,52.105637,-106.711962
47110540,91,52.105091,-106.710251
47110540,92,52.105066,-106.709846
47110540,93,52.105078,-106.709439
47110540,94,52.105182,-106.709026
47110540,95,52.105853,-106.707762
47110540,96,52.106034,-106.707549
47110540,97,52.106235,-106.707421
47110540,98,52.108561,-106.707459
47110540,99,52.108571,-106.705367
47110540,100,52.108728,-106.704535
47110540,101,52.108934,-106.704172
47110540,102,52.109173,-106.703895
47110540,103,52.109492,-106.703695
47110540,104,52.111673,-106.703693
47110540,105,52.111678,-106.702335
47110540,106,52.111686,-106.700858
47110540,107,52.113206,-106.700875
47110540,108,52.113208,-106.699607
47110540,109,52.113208,-106.699546
47110540,110,52.114755,-106.699517
47110540,111,52.114765,-106.698772
47110540,112,52.114767,-106.696815
47110540,113,52.114753,-106.696529
47110540,114,52.114750,-106.695485
47110541,0,52.114744,-106.686605
47110541,1,52.112810,-106.686532
47110541,2,52.110904,-106.686519
47110541,3,52.110918,-106.688067
47110541,4,52.110915,-106.689542
47110541,5,52.109044,-106.689574
47110541,6,52.109025,-106.691040
47110541,7,52.109007,-106.691862
47110541,8,52.109047,-106.692581
47110541,9,52.110934,-106.692595
47110541,10,52.112822,-106.692579
47110541,11,52.112807,-106.691133
47110541,12,52.112820,-106.689599
47110541,13,52.114754,-106.689541
47110541,14,52.114746,-106.688884
47110541,15,52.114730,-106.688065
47110541,16,52.114757,-106.687453
47110541,17,52.114744,-106.686605
47110518,0,52.099159,-106.575146
47110518,1,52.098494,-106.575138
47110518,2,52.098479,-106.575637
47110518,3,52.096617,-106.575625
47110518,4,52.096630,-106.576582
47110518,5,52.096748,-106.577865
47110518,6,52.096842,-106.579295
47110518,7,52.096824,-106.580437
47110518,8,52.096849,-106.583277
47110518,9,52.097479,-106.582861
47110518,10,52.097540,-106.580406
47110518,11,52.098393,-106.580384
47110518,12,52.098483,-106.578492
47110518,13,52.098474,-106.577468
47110518,14,52.099513,-106.577502
47110518,15,52.099522,-106.577503
47110518,16,52.099538,-106.576178
47110518,17,52.099565,-106.575146
47110518,18,52.099159,-106.575146
47110519,0,52.101260,-106.575125
47110519,1,52.100568,-106.575138
47110519,2,52.099813,-106.575138
47110519,3,52.099565,-106.575146
47110519,4,52.099538,-106.576178
47110519,5,52.099522,-106.577503
47110519,6,52.099513,-106.577502
47110519,7,52.098474,-106.577468
47110519,8,52.098483,-106.578492
47110519,9,52.098393,-106.580384
47110519,10,52.098365,-106.581414
47110519,11,52.098869,-106.583352
47110519,12,52.099524,-106.582638
47110519,13,52.100423,-106.582124
47110519,14,52.100388,-106.580624
47110519,15,52.100578,-106.578803
47110519,16,52.101732,-106.575151
47110519,17,52.101260,-106.575125
47110520,0,52.098458,-106.571384
47110520,1,52.093756,-106.572089
47110520,2,52.092313,-106.572544
47110520,3,52.091323,-106.573043
47110520,4,52.091630,-106.575067
47110520,5,52.091962,-106.575070
47110520,6,52.092809,-106.575085
47110520,7,52.093650,-106.575077
47110520,8,52.093735,-106.573413
47110520,9,52.094497,-106.573251
47110520,10,52.095395,-106.573081
47110520,11,52.096295,-106.573057
47110520,12,52.096959,-106.573485
47110520,13,52.097086,-106.573525
47110520,14,52.097889,-106.573673
47110520,15,52.098466,-106.573737
47110520,16,52.098494,-106.575138
47110520,17,52.099159,-106.575146
47110520,18,52.099565,-106.575146
47110520,19,52.099813,-106.575138
47110520,20,52.100568,-106.575138
47110520,21,52.101260,-106.575125
47110520,22,52.101732,-106.575151
47110520,23,52.102403,-106.572536
47110520,24,52.100354,-106.571465
47110520,25,52.098458,-106.571384
47110521,0,52.096959,-106.573485
47110521,1,52.096295,-106.573057
47110521,2,52.095395,-106.573081
47110521,3,52.094497,-106.573251
47110521,4,52.093735,-106.573413
47110521,5,52.093650,-106.575077
47110521,6,52.093665,-106.575319
47110521,7,52.093656,-106.575798
47110521,8,52.092240,-106.575758
47110521,9,52.092348,-106.577982
47110521,10,52.092900,-106.578056
47110521,11,52.092838,-106.579409
47110521,12,52.093041,-106.580149
47110521,13,52.092609,-106.580952
47110521,14,52.093149,-106.581775
47110521,15,52.094137,-106.580096
47110521,16,52.094757,-106.581050
47110521,17,52.095470,-106.580522
47110521,18,52.096255,-106.580556
47110521,19,52.096824,-106.580437
47110521,20,52.096842,-106.579295
47110521,21,52.096748,-106.577865
47110521,22,52.096630,-106.576582
47110521,23,52.096617,-106.575625
47110521,24,52.098479,-106.575637
47110521,25,52.098494,-106.575138
47110521,26,52.098466,-106.573737
47110521,27,52.097889,-106.573673
47110521,28,52.097086,-106.573525
47110521,29,52.096959,-106.573485
47110522,0,52.093149,-106.581775
47110522,1,52.092609,-106.580952
47110522,2,52.093041,-106.580149
47110522,3,52.092838,-106.579409
47110522,4,52.092900,-106.578056
47110522,5,52.092348,-106.577982
47110522,6,52.092240,-106.575758
47110522,7,52.093656,-106.575798
47110522,8,52.093665,-106.575319
47110522,9,52.093650,-106.575077
47110522,10,52.092809,-106.575085
47110522,11,52.091962,-106.575070
47110522,12,52.091630,-106.575067
47110522,13,52.091620,-106.577163
47110522,14,52.091626,-106.578390
47110522,15,52.091618,-106.579698
47110522,16,52.091715,-106.580925
47110522,17,52.091875,-106.581372
47110522,18,52.092169,-106.581901
47110522,19,52.093236,-106.583596
47110522,20,52.093763,-106.582688
47110522,21,52.094757,-106.581050
47110522,22,52.094137,-106.580096
47110522,23,52.093149,-106.581775
47110523,0,52.102403,-106.572536
47110523,1,52.102636,-106.571074
47110523,2,52.102680,-106.569739
47110523,3,52.102760,-106.566712
47110523,4,52.101781,-106.566649
47110523,5,52.101515,-106.566547
47110523,6,52.100119,-106.566079
47110523,7,52.099636,-106.566090
47110523,8,52.098507,-106.566130
47110523,9,52.098458,-106.571384
47110523,10,52.100354,-106.571465
47110523,11,52.102403,-106.572536
47110027,0,52.186844,-106.637117
47110027,1,52.186857,-106.635431
47110027,2,52.187278,-106.633903
47110027,3,52.186560,-106.633512
47110027,4,52.185926,-106.632997
47110027,5,52.185522,-106.632614
47110027,6,52.185264,-106.632251
47110027,7,52.184673,-106.631454
47110027,8,52.184028,-106.630640
47110027,9,52.183902,-106.630961
47110027,10,52.183511,-106.631587
47110027,11,52.184076,-106.632397
47110027,12,52.184668,-106.633186
47110027,13,52.184320,-106.633714
47110027,14,52.183941,-106.634183
47110027,15,52.183507,-106.634650
47110027,16,52.182447,-106.635335
47110027,17,52.181621,-106.635628
47110027,18,52.181613,-106.636871
47110027,19,52.182308,-106.636692
47110027,20,52.183040,-106.636367
47110027,21,52.183789,-106.635769
47110027,22,52.183803,-106.638414
47110027,23,52.184534,-106.638207
47110027,24,52.185292,-106.638015
47110027,25,52.186086,-106.637884
47110027,26,52.186844,-106.637117
47110028,0,52.181930,-106.632969
47110028,1,52.181584,-106.633096
47110028,2,52.181630,-106.634312
47110028,3,52.181621,-106.635628
47110028,4,52.182447,-106.635335
47110028,5,52.183507,-106.634650
47110028,6,52.183941,-106.634183
47110028,7,52.184320,-106.633714
47110028,8,52.184668,-106.633186
47110028,9,52.184076,-106.632397
47110028,10,52.183511,-106.631587
47110028,11,52.183047,-106.632085
47110028,12,52.182504,-106.632593
47110028,13,52.181930,-106.632969
47110029,0,52.181245,-106.633192
47110029,1,52.180809,-106.633214
47110029,2,52.180783,-106.634485
47110029,3,52.180770,-106.637995
47110029,4,52.180761,-106.639312
47110029,5,52.180800,-106.640366
47110029,6,52.180768,-106.641047
47110029,7,52.186125,-106.639616
47110029,8,52.186116,-106.638938
47110029,9,52.186086,-106.637884
47110029,10,52.185292,-106.638015
47110029,11,52.184534,-106.638207
47110029,12,52.183803,-106.638414
47110029,13,52.183789,-106.635769
47110029,14,52.183040,-106.636367
47110029,15,52.182308,-106.636692
47110029,16,52.181613,-106.636871
47110029,17,52.181621,-106.635628
47110029,18,52.181630,-106.634312
47110029,19,52.181584,-106.633096
47110029,20,52.181245,-106.633192
47110030,0,52.180809,-106.633214
47110030,1,52.179263,-106.633201
47110030,2,52.179211,-106.635947
47110030,3,52.177519,-106.636413
47110030,4,52.176803,-106.636607
47110030,5,52.176730,-106.635098
47110030,6,52.176586,-106.633015
47110030,7,52.175751,-106.632912
47110030,8,52.175832,-106.634202
47110030,9,52.175932,-106.635479
47110030,10,52.173838,-106.635357
47110030,11,52.173847,-106.636673
47110030,12,52.175293,-106.636785
47110030,13,52.176037,-106.636833
47110030,14,52.176157,-106.639288
47110030,15,52.176265,-106.640568
47110030,16,52.176974,-106.640303
47110030,17,52.176942,-106.639083
47110030,18,52.176895,-106.637887
47110030,19,52.178476,-106.637428
47110030,20,52.179223,-106.637253
47110030,21,52.179245,-106.639665
47110030,22,52.180761,-106.639312
47110030,23,52.180770,-106.637995
47110030,24,52.180783,-106.634485
47110030,25,52.180809,-106.633214
47110031,0,52.178059,-106.633098
47110031,1,52.176586,-106.633015
47110031,2,52.176730,-106.635098
47110031,3,52.176803,-106.636607
47110031,4,52.177519,-106.636413
47110031,5,52.179211,-106.635947
47110031,6,52.179263,-106.633201
47110031,7,52.178059,-106.633098
47110032,0,52.177259,-106.626607
47110032,1,52.176321,-106.628709
47110032,2,52.176216,-106.630017
47110032,3,52.176253,-106.630444
47110032,4,52.176437,-106.631692
47110032,5,52.177350,-106.631742
47110032,6,52.178140,-106.631800
47110032,7,52.178510,-106.630184
47110032,8,52.179034,-106.628980
47110032,9,52.178441,-106.628242
47110032,10,52.177833,-106.627386
47110032,11,52.177259,-106.626607
47110033,0,52.174669,-106.629274
47110033,1,52.173246,-106.628888
47110033,2,52.173104,-106.632759
47110033,3,52.173847,-106.632798
47110033,4,52.173865,-106.634056
47110033,5,52.173838,-106.635357
47110033,6,52.175932,-106.635479
47110033,7,52.175832,-106.634202
47110033,8,52.175751,-106.632912
47110033,9,52.175385,-106.630254
47110033,10,52.175418,-106.629390
47110033,11,52.175045,-106.629378
47110033,12,52.174669,-106.629274
47110035,0,52.175023,-106.622761
47110035,1,52.173886,-106.622767
47110035,2,52.173095,-106.622782
47110035,3,52.172375,-106.622800
47110035,4,52.171608,-106.623008
47110035,5,52.170841,-106.623225
47110035,6,52.170082,-106.623445
47110035,7,52.170286,-106.625634
47110035,8,52.171089,-106.625400
47110035,9,52.171230,-106.626056
47110035,10,52.171362,-106.626477
47110035,11,52.171789,-106.627473
47110035,12,52.172210,-106.628234
47110035,13,52.172481,-106.628490
47110035,14,52.173246,-106.628888
47110035,15,52.173316,-106.628089
47110035,16,52.173709,-106.627009
47110035,17,52.174729,-106.623681
47110035,18,52.175023,-106.622761
47110038,0,52.167737,-106.617440
47110038,1,52.166316,-106.617447
47110038,2,52.166341,-106.622843
47110038,3,52.166328,-106.625033
47110038,4,52.166382,-106.625240
47110038,5,52.166453,-106.625512
47110038,6,52.166501,-106.625694
47110038,7,52.167395,-106.626978
47110038,8,52.167515,-106.627150
47110038,9,52.167535,-106.627163
47110038,10,52.167839,-106.627362
47110038,11,52.168191,-106.627439
47110038,12,52.168575,-106.627319
47110038,13,52.168583,-106.627316
47110038,14,52.168762,-106.627260
47110038,15,52.168547,-106.624736
47110038,16,52.168522,-106.624443
47110038,17,52.168217,-106.621756
47110038,18,52.168171,-106.621331
47110038,19,52.168065,-106.620344
47110038,20,52.168034,-106.620053
47110038,21,52.167868,-106.618512
47110038,22,52.167737,-106.617440
47110039,0,52.166316,-106.617447
47110039,1,52.164500,-106.617425
47110039,2,52.164488,-106.617911
47110039,3,52.164436,-106.618855
47110039,4,52.163639,-106.618739
47110039,5,52.162994,-106.618437
47110039,6,52.162310,-106.617745
47110039,7,52.161589,-106.619031
47110039,8,52.161500,-106.619432
47110039,9,52.161453,-106.619810
47110039,10,52.161443,-106.621457
47110039,11,52.163887,-106.621496
47110039,12,52.163797,-106.622374
47110039,13,52.163796,-106.622853
47110039,14,52.161409,-106.622846
47110039,15,52.161373,-106.623514
47110039,16,52.161510,-106.624363
47110039,17,52.161624,-106.625374
47110039,18,52.161709,-106.625688
47110039,19,52.161891,-106.626059
47110039,20,52.162131,-106.626653
47110039,21,52.162254,-106.626827
47110039,22,52.162425,-106.627020
47110039,23,52.162898,-106.627098
47110039,24,52.163747,-106.627106
47110039,25,52.163786,-106.625572
47110039,26,52.164604,-106.625587
47110039,27,52.165427,-106.625613
47110039,28,52.165487,-106.622841
47110039,29,52.166341,-106.622843
47110039,30,52.166316,-106.617447
47110040,0,52.164604,-106.625587
47110040,1,52.163786,-106.625572
47110040,2,52.163747,-106.627106
47110040,3,52.163736,-106.628524
47110040,4,52.162662,-106.628468
47110040,5,52.162452,-106.628509
47110040,6,52.161992,-106.629177
47110040,7,52.161829,-106.629389
47110040,8,52.161566,-106.630696
47110040,9,52.161338,-106.631876
47110040,10,52.162216,-106.633018
47110040,11,52.162708,-106.633282
47110040,12,52.163576,-106.630375
47110040,13,52.164161,-106.630845
47110040,14,52.164395,-106.630917
47110040,15,52.164585,-106.629564
47110040,16,52.164621,-106.628249
47110040,17,52.164639,-106.626919
47110040,18,52.164604,-106.625587
47110041,0,52.167839,-106.627362
47110041,1,52.167535,-106.627163
47110041,2,52.167515,-106.627150
47110041,3,52.167395,-106.626978
47110041,4,52.166501,-106.625694
47110041,5,52.166453,-106.625512
47110041,6,52.166382,-106.625240
47110041,7,52.166328,-106.625033
47110041,8,52.166341,-106.622843
47110041,9,52.165487,-106.622841
47110041,10,52.165427,-106.625613
47110041,11,52.164604,-106.625587
47110041,12,52.164639,-106.626919
47110041,13,52.164621,-106.628249
47110041,14,52.164585,-106.629564
47110041,15,52.164395,-106.630917
47110041,16,52.165413,-106.630959
47110041,17,52.165332,-106.634723
47110041,18,52.165298,-106.637778
47110041,19,52.165271,-106.641038
47110041,20,52.166124,-106.641055
47110041,21,52.166141,-106.639885
47110041,22,52.166141,-106.638599
47110041,23,52.166149,-106.637356
47110041,24,52.166806,-106.637380
47110041,25,52.167298,-106.637604
47110041,26,52.167482,-106.636835
47110041,27,52.167624,-106.636495
47110041,28,52.168081,-106.635679
47110041,29,52.168331,-106.635397
47110041,30,52.168644,-106.635139
47110041,31,52.169842,-106.634348
47110041,32,52.169381,-106.632334
47110041,33,52.169183,-106.631116
47110041,34,52.169018,-106.629692
47110041,35,52.168762,-106.627260
47110041,36,52.168583,-106.627316
47110041,37,52.168575,-106.627319
47110041,38,52.168191,-106.627439
47110041,39,52.167839,-106.627362
47110042,0,52.166806,-106.637380
47110042,1,52.166149,-106.637356
47110042,2,52.166141,-106.638599
47110042,3,52.166141,-106.639885
47110042,4,52.166124,-106.641055
47110042,5,52.165271,-106.641038
47110042,6,52.165298,-106.637778
47110042,7,52.165332,-106.634723
47110042,8,52.165413,-106.630959
47110042,9,52.164395,-106.630917
47110042,10,52.164161,-106.630845
47110042,11,52.163576,-106.630375
47110042,12,52.162708,-106.633282
47110042,13,52.162462,-106.634837
47110042,14,52.162362,-106.636179
47110042,15,52.162370,-106.637597
47110042,16,52.162369,-106.638972
47110042,17,52.164452,-106.639124
47110042,18,52.164445,-106.642894
47110042,19,52.165254,-106.642894
47110042,20,52.165243,-106.644812
47110042,21,52.165231,-106.645298
47110042,22,52.166800,-106.644852
47110042,23,52.167510,-106.644658
47110042,24,52.167492,-106.644234
47110042,25,52.167447,-106.643409
47110042,26,52.167402,-106.642344
47110042,27,52.167212,-106.639470
47110042,28,52.167212,-106.638330
47110042,29,52.167298,-106.637604
47110042,30,52.166806,-106.637380
47110043,0,52.164452,-106.639124
47110043,1,52.162369,-106.638972
47110043,2,52.161426,-106.639149
47110043,3,52.161373,-106.641105
47110043,4,52.162014,-106.641854
47110043,5,52.161486,-106.642931
47110043,6,52.161891,-106.643455
47110043,7,52.162095,-106.643534
47110043,8,52.162502,-106.643467
47110043,9,52.163037,-106.643310
47110043,10,52.163151,-106.644482
47110043,11,52.164424,-106.644080
47110043,12,52.164445,-106.642894
47110043,13,52.164452,-106.639124
47110044,0,52.161373,-106.641105
47110044,1,52.161426,-106.639149
47110044,2,52.162369,-106.638972
47110044,3,52.162370,-106.637597
47110044,4,52.162362,-106.636179
47110044,5,52.161524,-106.636353
47110044,6,52.161417,-106.635107
47110044,7,52.160687,-106.635123
47110044,8,52.160218,-106.635292
47110044,9,52.159451,-106.635837
47110044,10,52.159264,-106.636131
47110044,11,52.159135,-106.636450
47110044,12,52.158988,-106.637005
47110044,13,52.159810,-106.637401
47110044,14,52.159763,-106.637816
47110044,15,52.159733,-106.642800
47110044,16,52.159866,-106.643076
47110044,17,52.160246,-106.642823
47110044,18,52.160630,-106.642480
47110044,19,52.160787,-106.642116
47110044,20,52.161486,-106.642931
47110044,21,52.162014,-106.641854
47110044,22,52.161373,-106.641105
47110046,0,52.160174,-106.631903
47110046,1,52.159717,-106.631329
47110046,2,52.158933,-106.630387
47110046,3,52.158085,-106.631809
47110046,4,52.157398,-106.632763
47110046,5,52.155947,-106.633768
47110046,6,52.154995,-106.634195
47110046,7,52.154907,-106.634225
47110046,8,52.154819,-106.634254
47110046,9,52.154731,-106.634284
47110046,10,52.154643,-106.634314
47110046,11,52.154599,-106.634329
47110046,12,52.154555,-106.634344
47110046,13,52.154467,-106.634376
47110046,14,52.154380,-106.634408
47110046,15,52.154292,-106.634440
47110046,16,52.154204,-106.634472
47110046,17,52.154116,-106.634503
47110046,18,52.154029,-106.634535
47110046,19,52.153941,-106.634567
47110046,20,52.153853,-106.634599
47110046,21,52.153765,-106.634631
47110046,22,52.153661,-106.634669
47110046,23,52.153944,-106.635856
47110046,24,52.154092,-106.636518
47110046,25,52.154293,-106.636481
47110046,26,52.154644,-106.636422
47110046,27,52.154849,-106.637025
47110046,28,52.156219,-106.638031
47110046,29,52.156393,-106.638036
47110046,30,52.157153,-106.637684
47110046,31,52.157387,-106.638903
47110046,32,52.157753,-106.639197
47110046,33,52.158476,-106.640237
47110046,34,52.158898,-106.640277
47110046,35,52.158869,-106.643272
47110046,36,52.158930,-106.643593
47110046,37,52.159061,-106.643800
47110046,38,52.159223,-106.644032
47110046,39,52.159428,-106.643644
47110046,40,52.159643,-106.643273
47110046,41,52.159866,-106.643076
47110046,42,52.159733,-106.642800
47110046,43,52.159763,-106.637816
47110046,44,52.159810,-106.637401
47110046,45,52.158988,-106.637005
47110046,46,52.159135,-106.636450
47110046,47,52.159264,-106.636131
47110046,48,52.159451,-106.635837
47110046,49,52.160218,-106.635292
47110046,50,52.160687,-106.635123
47110046,51,52.161417,-106.635107
47110046,52,52.161524,-106.636353
47110046,53,52.162362,-106.636179
47110046,54,52.162462,-106.634837
47110046,55,52.162222,-106.634751
47110046,56,52.161798,-106.634116
47110046,57,52.161478,-106.633504
47110046,58,52.160735,-106.632553
47110046,59,52.160174,-106.631903
47110047,0,52.156374,-106.639555
47110047,1,52.155707,-106.639200
47110047,2,52.155272,-106.638914
47110047,3,52.154910,-106.638570
47110047,4,52.154636,-106.638070
47110047,5,52.154245,-106.637187
47110047,6,52.154092,-106.636518
47110047,7,52.153679,-106.636598
47110047,8,52.153409,-106.636683
47110047,9,52.153045,-106.636992
47110047,10,52.153223,-106.637780
47110047,11,52.153258,-106.640406
47110047,12,52.153245,-106.641381
47110047,13,52.151728,-106.643068
47110047,14,52.152162,-106.644210
47110047,15,52.152882,-106.643491
47110047,16,52.153834,-106.642486
47110047,17,52.154149,-106.642295
47110047,18,52.154264,-106.642295
47110047,19,52.154446,-106.642296
47110047,20,52.155444,-106.642299
47110047,21,52.155435,-106.643570
47110047,22,52.155438,-106.644977
47110047,23,52.154575,-106.645264
47110047,24,52.154728,-106.646541
47110047,25,52.153425,-106.646938
47110047,26,52.153037,-106.647210
47110047,27,52.153258,-106.648153
47110047,28,52.155486,-106.647481
47110047,29,52.156545,-106.647149
47110047,30,52.157330,-106.646930
47110047,31,52.158098,-106.646712
47110047,32,52.158108,-106.646559
47110047,33,52.157987,-106.642602
47110047,34,52.157825,-106.641733
47110047,35,52.157510,-106.640739
47110047,36,52.157001,-106.640008
47110047,37,52.156374,-106.639555
47110048,0,52.155444,-106.642299
47110048,1,52.154446,-106.642296
47110048,2,52.154264,-106.642295
47110048,3,52.154149,-106.642295
47110048,4,52.153834,-106.642486
47110048,5,52.152882,-106.643491
47110048,6,52.152162,-106.644210
47110048,7,52.151728,-106.643068
47110048,8,52.151215,-106.643600
47110048,9,52.150247,-106.643555
47110048,10,52.148925,-106.643565
47110048,11,52.148922,-106.645041
47110048,12,52.148913,-106.646370
47110048,13,52.151580,-106.646430
47110048,14,52.151874,-106.646202
47110048,15,52.152206,-106.647471
47110048,16,52.152532,-106.648653
47110048,17,52.153258,-106.648153
47110048,18,52.153037,-106.647210
47110048,19,52.153425,-106.646938
47110048,20,52.154728,-106.646541
47110048,21,52.154575,-106.645264
47110048,22,52.155438,-106.644977
47110048,23,52.155435,-106.643570
47110048,24,52.155444,-106.642299
47110049,0,52.166800,-106.644852
47110049,1,52.165231,-106.645298
47110049,2,52.164661,-106.645460
47110049,3,52.162441,-106.646007
47110049,4,52.161467,-106.646264
47110049,5,52.158503,-106.647324
47110049,6,52.158089,-106.647472
47110049,7,52.158098,-106.646712
47110049,8,52.157330,-106.646930
47110049,9,52.156545,-106.647149
47110049,10,52.155486,-106.647481
47110049,11,52.153258,-106.648153
47110049,12,52.152532,-106.648653
47110049,13,52.152206,-106.647471
47110049,14,52.151874,-106.646202
47110049,15,52.151580,-106.646430
47110049,16,52.148913,-106.646370
47110049,17,52.148907,-106.647788
47110049,18,52.148604,-106.647850
47110049,19,52.148599,-106.649560
47110049,20,52.147050,-106.649520
47110049,21,52.147049,-106.650423
47110049,22,52.147061,-106.652149
47110049,23,52.147039,-106.653682
47110049,24,52.147038,-106.654413
47110049,25,52.146235,-106.655260
47110049,26,52.144950,-106.655213
47110049,27,52.143871,-106.655216
47110049,28,52.143702,-106.657580
47110049,29,52.143695,-106.658148
47110049,30,52.143669,-106.658517
47110049,31,52.145443,-106.658534
47110049,32,52.146990,-106.658475
47110049,33,52.146980,-106.659161
47110049,34,52.148562,-106.659205
47110049,35,52.150100,-106.659160
47110049,36,52.151655,-106.659218
47110049,37,52.153175,-106.659201
47110049,38,52.154839,-106.659176
47110049,39,52.154823,-106.660624
47110049,40,52.154919,-106.660617
47110049,41,52.155081,-106.660624
47110049,42,52.156480,-106.660611
47110049,43,52.158061,-106.660630
47110049,44,52.159188,-106.660624
47110049,45,52.160348,-106.660610
47110049,46,52.161409,-106.660648
47110049,47,52.162488,-106.660630
47110049,48,52.163540,-106.660640
47110049,49,52.164611,-106.660592
47110049,50,52.164649,-106.655929
47110049,51,52.166555,-106.655941
47110049,52,52.167069,-106.655924
47110049,53,52.168515,-106.655956
47110049,54,52.170619,-106.655975
47110049,55,52.172993,-106.655946
47110049,56,52.172957,-106.650870
47110049,57,52.172946,-106.646512
47110049,58,52.172949,-106.645992
47110049,59,52.173028,-106.643169
47110049,60,52.172712,-106.643242
47110049,61,52.170935,-106.643688
47110049,62,52.170672,-106.643810
47110049,63,52.168723,-106.644353
47110049,64,52.168497,-106.644388
47110049,65,52.167510,-106.644658
47110049,66,52.166800,-106.644852
47110050,0,52.148913,-106.646370
47110050,1,52.148922,-106.645041
47110050,2,52.148925,-106.643565
47110050,3,52.147073,-106.643569
47110050,4,52.145796,-106.643552
47110050,5,52.144790,-106.644143
47110050,6,52.144795,-106.645035
47110050,7,52.144777,-106.646379
47110050,8,52.143887,-106.646331
47110050,9,52.143866,-106.647821
47110050,10,52.144901,-106.647801
47110050,11,52.145862,-106.647822
47110050,12,52.147085,-106.647823
47110050,13,52.147050,-106.649520
47110050,14,52.148599,-106.649560
47110050,15,52.148604,-106.647850
47110050,16,52.148907,-106.647788
47110050,17,52.148913,-106.646370
47110051,0,52.153661,-106.634669
47110051,1,52.152940,-106.634930
47110051,2,52.152813,-106.634966
47110051,3,52.152490,-106.635059
47110051,4,52.151364,-106.635382
47110051,5,52.150735,-106.635563
47110051,6,52.149380,-106.635896
47110051,7,52.148446,-106.637128
47110051,8,52.148223,-106.637421
47110051,9,52.146924,-106.638349
47110051,10,52.145181,-106.638877
47110051,11,52.143750,-106.640043
47110051,12,52.143378,-106.640368
47110051,13,52.143715,-106.642207
47110051,14,52.143842,-106.643114
47110051,15,52.143887,-106.646331
47110051,16,52.144777,-106.646379
47110051,17,52.144795,-106.645035
47110051,18,52.144790,-106.644143
47110051,19,52.145796,-106.643552
47110051,20,52.147073,-106.643569
47110051,21,52.148925,-106.643565
47110051,22,52.150247,-106.643555
47110051,23,52.151215,-106.643600
