index,postal_code,lat,lng,walkscore,da_id
0,S7N 0J3,52.123500,-106.653000,47110104,76
1,S7L 6K6,52.132500,-106.756500,47110581,50
2,S7L 6K6,52.135500,-106.755000,47110581,35
3,S7L 6K6,52.131000,-106.758000,47110581,52
4,S7L 6K6,52.134000,-106.756500,47110581,44
5,S7L 6K6,52.138500,-106.761000,47110581,15
6,S7L 6K6,52.131000,-106.755000,47110581,49
7,S7L 6K6,52.134000,-106.762500,47110581,29
8,S7L 6K6,52.138500,-106.762500,47110581,14
9,S7L 6K6,52.132500,-106.761000,47110581,41
10,S7L 6K6,52.134000,-106.755000,47110581,36
11,S7L 6K6,52.140000,-106.756500,47110581,22
12,S7L 6K6,52.132500,-106.764000,47110581,32
13,S7L 6K6,52.135500,-106.758000,47110581,26
14,S7L 6K6,52.132500,-106.758000,47110581,50
15,S7L 6K6,52.137000,-106.762500,47110581,14
16,S7L 6K6,52.137000,-106.756500,47110581,30
17,S7L 6K6,52.131000,-106.762500,47110581,30
18,S7L 6K6,52.132500,-106.759500,47110581,47
19,S7L 6K6,52.135500,-106.761000,47110581,28
20,S7L 6K6,52.134000,-106.761000,47110581,36
21,S7L 1Y2,52.150500,-106.677000,47110390,69
22,S7L 6K4,52.144500,-106.720500,47110371,43
23,S7L 6K5,52.147500,-106.731000,47110403,46
24,S7L 6K5,52.147500,-106.732500,47110403,35
25,S7L 6K2,52.146000,-106.740000,47110356,23
26,S7L 1Y6,52.153500,-106.677000,47110388,59
27,S7L 1Y5,52.153500,-106.678500,47110388,53
28,S7L 1Y4,52.152000,-106.678500,47110388,59
29,S7L 1Y9,52.131000,-106.680000,47110413,85
30,S7L 1Y8,52.129500,-106.680000,47110413,85
31,S7L 6K8,52.135500,-106.761000,47110581,28
32,S7L 6K8,52.131000,-106.762500,47110581,30
33,S7L 6K8,52.134000,-106.761000,47110581,36
34,S7L 6K8,52.131000,-106.758000,47110581,52
35,S7L 6K8,52.134000,-106.756500,47110581,44
36,S7L 6K8,52.132500,-106.756500,47110581,50
37,S7L 6K8,52.134000,-106.762500,47110581,29
38,S7L 6K8,52.138500,-106.762500,47110581,14
39,S7L 6K8,52.132500,-106.761000,47110581,41
40,S7L 6K8,52.134000,-106.755000,47110581,36
41,S7L 6K8,52.135500,-106.755000,47110581,35
42,S7L 6K8,52.140000,-106.756500,47110581,22
43,S7L 6K8,52.132500,-106.764000,47110581,32
44,S7L 6K8,52.135500,-106.758000,47110581,26
45,S7L 6K8,52.137000,-106.762500,47110581,14
46,S7L 6K8,52.131000,-106.755000,47110581,49
47,S7L 6K8,52.137000,-106.756500,47110581,30
48,S7L 6K8,52.132500,-106.758000,47110581,50
49,S7L 6K8,52.132500,-106.759500,47110581,47
50,S7L 6K8,52.138500,-106.761000,47110581,15
51,S7L 6K9,52.147500,-106.734000,47110403,30
52,S7L 1Y3,52.152000,-106.677000,47110388,64
53,S7L 6K7,52.147500,-106.732500,47110403,35
54,S7L 1Y1,52.150500,-106.678500,47110389,65
55,S7L 1Y7,52.129500,-106.680000,47110413,85
56,S7L 6K3,52.144500,-106.723500,47110371,43
57,S7L 6K1,52.146000,-106.740000,47110356,23
58,S7H 0G4,52.119000,-106.638000,47110099,79
59,S7H 0G5,52.119000,-106.638000,47110099,79
60,S7M 1N9,52.122000,-106.675500,47110070,85
61,S7M 1N8,52.122000,-106.674000,47110068,88
62,S7H 0G1,52.119000,-106.642500,47110083,76
63,S7H 0G2,52.119000,-106.642500,47110083,76
64,S7H 0G3,52.119000,-106.641000,47110099,76
65,S7M 1N3,52.126500,-106.674000,47110067,96
66,S7M 1N2,52.126500,-106.674000,47110067,96
67,S7M 1N1,52.128000,-106.674000,47110067,97
68,S7H 0G8,52.117500,-106.656000,47110080,88
69,S7M 1N6,52.123500,-106.674000,47110068,94
70,S7M 1N5,52.125000,-106.674000,47110068,95
71,S7M 1N4,52.125000,-106.674000,47110068,95
72,S7N 0G3,52.119000,-106.650000,47110082,87
73,S7N 0G3,52.119000,-106.665000,47110077,77
74,S7N 0G3,52.117500,-106.659000,47110079,89
75,S7M 2Z1,52.126500,-106.698000,47110561,76
76,S7M 2Z2,52.125000,-106.698000,47110569,69
77,S7M 2Z3,52.125000,-106.698000,47110569,69
78,S7M 2Z4,52.123500,-106.698000,47110569,58
79,S7M 2Z5,52.123500,-106.698000,47110569,58
80,S7M 2Z6,52.128000,-106.699500,47110561,79
81,S7M 2Z7,52.128000,-106.699500,47110561,79
82,S7M 2Z8,52.126500,-106.699500,47110561,76
83,S7M 2Z9,52.126500,-106.699500,47110561,76
84,S7H 3H7,52.111500,-106.620000,47110094,81
85,S7M 5N9,52.126500,-106.729500,47110441,70
86,S7M 5N8,52.120500,-106.761000,47110338,33
87,S7M 5N8,52.119000,-106.749000,47110342,21
88,S7M 5N8,52.120500,-106.750500,47110338,25
89,S7M 5J9,52.122000,-106.723500,47110435,52
90,S7M 5J8,52.120500,-106.722000,47110434,46
91,S7M 5J3,52.105500,-106.708500,47110548,14
92,S7M 5J3,52.107000,-106.716000,47110540,11
93,S7M 5J3,52.105500,-106.713000,47110540,10
94,S7M 5J1,52.107000,-106.714500,47110548,9
95,S7M 5J7,52.122000,-106.725000,47110436,49
96,S7M 5J6,52.108500,-106.677000,47110189,44
97,S7M 5J6,52.107000,-106.677000,47110189,47
98,S7M 5J5,52.120500,-106.695000,47110548,50
99,S7M 5J4,52.108500,-106.708500,47110548,18
100,S7J 2V7,52.095000,-106.630500,47110164,41
101,S7J 2V7,52.093500,-106.632000,47110164,35
102,S7J 2V6,52.095000,-106.630500,47110164,41
103,S7J 2V5,52.095000,-106.632000,47110164,39
104,S7J 2V4,52.096500,-106.629000,47110164,53
105,S7J 2V4,52.096500,-106.630500,47110164,46
106,S7J 2V3,52.096500,-106.623000,47110161,65
107,S7J 2V3,52.096500,-106.626000,47110161,54
108,S7J 2V2,52.096500,-106.627500,47110164,56
109,S7J 2V2,52.096500,-106.626000,47110161,54
110,S7J 2V1,52.098000,-106.630500,47110163,54
111,S7J 2V9,52.096500,-106.627500,47110164,56
112,S7J 2V9,52.095000,-106.627500,47110164,47
113,S7J 2V8,52.093500,-106.630500,47110164,37
114,S7H 3Z8,52.116000,-106.596000,47110453,82
115,S7H 3Z9,52.116000,-106.596000,47110453,82
116,S7H 3Z4,52.117500,-106.596000,47110110,78
117,S7H 3Z5,52.117500,-106.594500,47110112,79
118,S7H 3Z5,52.117500,-106.590000,47110453,73
119,S7H 3Z5,52.117500,-106.588500,47110453,72
120,S7H 3Z5,52.117500,-106.593000,47110453,74
121,S7H 3Z6,52.117500,-106.594500,47110112,79
122,S7H 3Z7,52.117500,-106.590000,47110453,73
123,S7H 3Z2,52.116000,-106.596000,47110453,82
124,S7H 3Z2,52.116000,-106.597500,47110452,82
125,S7H 3Z3,52.117500,-106.596000,47110110,78
126,S7H 3Z3,52.116000,-106.596000,47110453,82
127,S7N 1M1,52.122000,-106.635000,47110101,71
128,S7N 1M3,52.126500,-106.635000,47110106,72
129,S7N 1M3,52.125000,-106.635000,47110106,73
130,S7N 1M2,52.126500,-106.635000,47110106,72
131,S7N 1M2,52.125000,-106.635000,47110106,73
132,S7N 1M5,52.128000,-106.635000,47110106,70
133,S7N 1M4,52.126500,-106.635000,47110106,72
134,S7N 1M7,52.129500,-106.603500,47110311,47
135,S7N 1M7,52.129500,-106.602000,47110311,48
136,S7N 1M6,52.128000,-106.635000,47110106,70
137,S7N 1M9,52.131000,-106.600500,47110310,60
138,S7N 1M8,52.131000,-106.600500,47110310,60
139,S7N 1M8,52.131000,-106.602000,47110310,56
140,S7N 1M8,52.131000,-106.599000,47110296,62
141,S7K 7W1,52.188000,-106.624500,47110466,17
142,S7K 7W2,52.188000,-106.624500,47110466,17
143,S7K 7W3,52.188000,-106.621500,47110022,20
144,S7J 1J8,52.104000,-106.648500,47110538,64
145,S7K 7W5,52.188000,-106.620000,47110022,17
146,S7K 7W6,52.188000,-106.620000,47110022,17
147,S7K 7W6,52.188000,-106.621500,47110022,20
148,S7K 7W7,52.189500,-106.615500,47110021,10
149,S7K 7W8,52.189500,-106.615500,47110021,10
150,S7K 7W9,52.188000,-106.620000,47110022,17
151,S7K 7W9,52.189500,-106.615500,47110021,10
152,S7J 1J6,52.098000,-106.650000,47110535,53
153,S7J 1J7,52.098000,-106.650000,47110535,53
154,S7J 1J1,52.102500,-106.650000,47110537,59
155,S7J 1J2,52.101000,-106.650000,47110537,56
156,S7J 1J3,52.101000,-106.650000,47110537,56
157,S7L 4R9,52.141500,-106.732500,47110357,46
158,S7L 4R9,52.141500,-106.737000,47110471,32
159,S7L 4R9,52.141500,-106.734000,47110357,37
160,S7L 4R8,52.141500,-106.734000,47110357,37
161,S7L 4R3,52.158000,-106.669500,47110691,61
162,S7L 4R2,52.141500,-106.725000,47110370,57
163,S7L 4R1,52.144500,-106.723500,47110371,43
164,S7L 4R7,52.140000,-106.725000,47110370,65
165,S7L 4R7,52.143000,-106.722000,47110370,58
166,S7L 4R7,52.141500,-106.725000,47110370,57
167,S7L 4R6,52.131000,-106.723500,47110365,84
168,S7L 4R6,52.129500,-106.722000,47110365,84
169,S7L 4R5,52.135500,-106.677000,47110413,68
170,S7L 4R4,52.132500,-106.756500,47110581,50
171,S7L 4R4,52.135500,-106.755000,47110581,35
172,S7L 4R4,52.138500,-106.762500,47110581,14
173,S7L 4R4,52.131000,-106.758000,47110581,52
174,S7L 4R4,52.134000,-106.756500,47110581,44
175,S7L 4R4,52.132500,-106.764000,47110581,32
176,S7L 4R4,52.132500,-106.761000,47110581,41
177,S7L 4R4,52.134000,-106.762500,47110581,29
178,S7L 4R4,52.135500,-106.758000,47110581,26
179,S7L 4R4,52.134000,-106.761000,47110581,36
180,S7L 4R4,52.134000,-106.755000,47110581,36
181,S7L 4R4,52.140000,-106.756500,47110581,22
182,S7L 4R4,52.135500,-106.761000,47110581,28
183,S7L 4R4,52.137000,-106.762500,47110581,14
184,S7L 4R4,52.132500,-106.758000,47110581,50
185,S7L 4R4,52.131000,-106.755000,47110581,49
186,S7L 4R4,52.137000,-106.756500,47110581,30
187,S7L 4R4,52.131000,-106.762500,47110581,30
188,S7L 4R4,52.132500,-106.759500,47110581,47
189,S7L 4R4,52.138500,-106.761000,47110581,15
190,S7H 1L8,52.110000,-106.657500,47110182,77
191,S7H 1L9,52.110000,-106.657500,47110182,77
192,S7H 1L1,52.110000,-106.669500,47110187,54
193,S7H 1L2,52.110000,-106.666500,47110182,59
194,S7H 1L3,52.110000,-106.666500,47110182,59
195,S7H 1L4,52.110000,-106.663500,47110182,63
196,S7H 1L5,52.110000,-106.663500,47110182,63
197,S7H 1L6,52.110000,-106.660500,47110182,66
198,S7H 1L7,52.110000,-106.660500,47110182,66
199,S7T 0G1,52.080000,-106.630500,47110194,37
200,S7T 0G2,52.083000,-106.635000,47110194,56
201,S7T 0G3,52.084500,-106.644000,47110194,55
202,S7T 0G3,52.084500,-106.642500,47110194,54
203,S7T 0G3,52.084500,-106.645500,47110194,54
204,S7T 0G3,52.084500,-106.641000,47110194,57
205,S7T 0G4,52.077000,-106.647000,47110699,29
206,S7T 0G5,52.077000,-106.647000,47110699,29
207,S7T 0G6,52.077000,-106.647000,47110699,29
208,S7T 0G7,52.080000,-106.638000,47110194,30
209,S7H 0X5,52.113000,-106.660500,47110185,68
210,S7T 0G9,52.083000,-106.638000,47110194,45
211,S7H 0X7,52.113000,-106.657500,47110185,82
212,S7H 0X6,52.113000,-106.657500,47110185,82
213,S7H 0X1,52.113000,-106.666500,47110186,65
214,S7H 0X3,52.113000,-106.663500,47110186,70
215,S7H 0X2,52.113000,-106.663500,47110186,70
216,S7H 0L1,52.117500,-106.639500,47110099,81
217,S7K 1Y4,52.141500,-106.659000,47110054,77
218,S7K 1Y5,52.144500,-106.660500,47110394,77
219,S7K 1Y6,52.144500,-106.660500,47110394,77
220,S7K 1Y7,52.146000,-106.660500,47110394,67
221,S7K 1Y1,52.138500,-106.660500,47110054,73
222,S7K 1Y2,52.140000,-106.660500,47110054,73
223,S7K 1Y3,52.140000,-106.660500,47110054,73
224,S7K 0R8,52.144500,-106.662000,47110691,74
225,S7K 0R8,52.143000,-106.665000,47110054,78
226,S7K 0R8,52.143000,-106.660500,47110054,76
227,S7K 1Y8,52.146000,-106.660500,47110394,67
228,S7K 1Y9,52.147500,-106.660500,47110394,57
229,S7N 3M9,52.135500,-106.585500,47110295,30
230,S7N 3M8,52.135500,-106.584000,47110295,29
231,S7N 3M8,52.137000,-106.585500,47110295,33
232,S7N 3M7,52.135500,-106.585500,47110295,30
233,S7N 3M7,52.137000,-106.587000,47110295,42
234,S7N 3M6,52.137000,-106.587000,47110295,42
235,S7N 3M5,52.137000,-106.585500,47110295,33
236,S7N 3M5,52.137000,-106.584000,47110295,35
237,S7N 3M4,52.137000,-106.585500,47110295,33
238,S7N 3M4,52.137000,-106.584000,47110295,35
239,S7N 3M3,52.137000,-106.585500,47110295,33
240,S7N 3M3,52.137000,-106.587000,47110295,42
241,S7N 3M2,52.138500,-106.584000,47110295,41
242,S7N 3M2,52.137000,-106.582500,47110293,33
243,S7N 3M1,52.135500,-106.582500,47110658,31
244,S7N 3M1,52.137000,-106.582500,47110293,33
245,S7L 2L7,52.144500,-106.683000,47110385,73
246,S7L 2L6,52.143000,-106.684500,47110383,69
247,S7L 2L5,52.143000,-106.684500,47110383,69
248,S7L 2L4,52.141500,-106.684500,47110383,63
249,S7L 2L3,52.141500,-106.684500,47110383,63
250,S7L 2L2,52.140000,-106.684500,47110384,56
251,S7L 2L1,52.140000,-106.684500,47110384,56
252,S7L 2L9,52.146000,-106.683000,47110385,61
253,S7L 2L8,52.146000,-106.683000,47110385,61
254,S7L 2L8,52.144500,-106.683000,47110385,73
255,S7L 5P8,52.132500,-106.744500,47110347,40
256,S7L 5P9,52.134000,-106.744500,47110363,34
257,S7L 5P4,52.138500,-106.726500,47110474,67
258,S7L 5P5,52.132500,-106.743000,47110363,37
259,S7L 5P5,52.134000,-106.744500,47110363,34
260,S7L 5P6,52.134000,-106.744500,47110363,34
261,S7L 5P7,52.134000,-106.744500,47110363,34
262,S7L 5P7,52.134000,-106.746000,47110363,39
263,S7L 5P1,52.132500,-106.749000,47110349,47
264,S7L 5P2,52.131000,-106.747500,47110347,24
265,S7L 5P3,52.131000,-106.747500,47110347,24
266,S7K 2S1,52.141500,-106.654500,47110054,72
267,S7K 2S3,52.131000,-106.654500,47110066,81
268,S7K 2S2,52.146000,-106.654500,47110053,74
269,S7K 2S5,52.131000,-106.654500,47110066,81
270,S7K 2S4,52.131000,-106.654500,47110066,81
271,S7K 2S7,52.137000,-106.654500,47110057,76
272,S7K 2S6,52.137000,-106.653000,47110057,66
273,S7K 2S9,52.138500,-106.653000,47110057,70
274,S7K 2S8,52.138500,-106.654500,47110057,71
275,S7J 2K1,52.093500,-106.620000,47110153,51
276,S7J 2K2,52.090500,-106.668000,47110699,21
277,S7J 2K2,52.095000,-106.666500,47110699,38
278,S7J 2K3,52.102500,-106.597500,47110132,54
279,S7J 2K4,52.098000,-106.660500,47110533,51
280,S7J 2K5,52.098000,-106.660500,47110533,51
281,S7J 2K6,52.099500,-106.659000,47110533,53
282,S7J 2K7,52.096500,-106.663500,47110531,46
283,S7J 2K8,52.096500,-106.663500,47110531,46
284,S7J 2K9,52.093500,-106.657500,47110531,45
285,S7J 2K9,52.095000,-106.660500,47110531,44
286,S7L 3J8,52.134000,-106.707000,47110574,65
287,S7L 3J9,52.134000,-106.707000,47110574,65
288,S7L 3J1,52.144500,-106.705500,47110387,43
289,S7L 3J2,52.144500,-106.705500,47110387,43
290,S7L 3J2,52.146000,-106.705500,47110376,38
291,S7L 3J3,52.146000,-106.705500,47110376,38
292,S7L 3J4,52.138500,-106.710000,47110379,36
293,S7L 3J4,52.132500,-106.708500,47110574,64
294,S7L 3J4,52.135500,-106.708500,47110574,58
295,S7L 3J4,52.134000,-106.708500,47110574,64
296,S7L 3J4,52.137000,-106.708500,47110574,50
297,S7L 3J5,52.135500,-106.707000,47110563,59
298,S7L 3J5,52.134000,-106.707000,47110574,65
299,S7L 3J5,52.138500,-106.707000,47110379,44
300,S7L 3J5,52.132500,-106.707000,47110574,72
301,S7L 3J6,52.132500,-106.707000,47110574,72
302,S7L 3J7,52.132500,-106.707000,47110574,72
303,S7N 4J1,52.141500,-106.566000,47110330,64
304,S7N 4J1,52.141500,-106.564500,47110331,56
305,S7N 4J3,52.137000,-106.567500,47110290,31
306,S7N 4J3,52.137000,-106.566000,47110662,31
307,S7N 4J3,52.138500,-106.564500,47110331,37
308,S7N 4J3,52.138500,-106.566000,47110331,32
309,S7N 4J3,52.135500,-106.569000,47110290,27
310,S7N 4J2,52.141500,-106.599000,47110308,76
311,S7N 4J2,52.140000,-106.599000,47110308,76
312,S7N 4J5,52.144500,-106.572000,47110328,61
313,S7N 4J5,52.144500,-106.570500,47110328,66
314,S7N 4J5,52.144500,-106.569000,47110656,65
315,S7N 4J4,52.137000,-106.570500,47110290,29
316,S7N 4J4,52.135500,-106.570500,47110290,25
317,S7N 4J4,52.135500,-106.569000,47110290,27
318,S7N 4J7,52.137000,-106.567500,47110290,31
319,S7N 4J7,52.135500,-106.569000,47110290,27
320,S7N 4J7,52.137000,-106.569000,47110290,27
321,S7N 4J6,52.146000,-106.572000,47110328,80
322,S7N 4J6,52.144500,-106.569000,47110656,65
323,S7N 4J6,52.144500,-106.570500,47110328,66
324,S7N 4J6,52.144500,-106.567500,47110656,61
325,S7H 0G6,52.119000,-106.636500,47110099,82
326,S7H 0G7,52.119000,-106.636500,47110099,82
327,S7M 5C9,52.119000,-106.753500,47110338,21
328,S7M 4W5,52.123500,-106.741500,47110343,24
329,S7M 4W4,52.125000,-106.741500,47110343,27
330,S7M 4W7,52.125000,-106.750500,47110340,26
331,S7M 4W7,52.126500,-106.750500,47110338,54
332,S7M 4W7,52.125000,-106.752000,47110340,30
333,S7M 4W6,52.125000,-106.750500,47110340,26
334,S7M 4W1,52.111500,-106.708500,47110548,24
335,S7M 4W1,52.111500,-106.705500,47110548,25
336,S7M 4W3,52.120500,-106.728000,47110436,35
337,S7M 4W2,52.123500,-106.740000,47110343,19
338,S7M 4W2,52.123500,-106.743000,47110341,14
339,S7M 4W9,52.125000,-106.752000,47110340,30
340,S7M 4W8,52.125000,-106.752000,47110340,30
341,S7H 4Z9,52.108500,-106.602000,47110450,62
342,S7H 4Z8,52.114500,-106.596000,47110451,81
343,S7H 0G9,52.117500,-106.656000,47110080,88
344,S7W 0L6,52.143000,-106.549500,47110654,32
345,S7H 4Z6,52.111500,-106.588500,47110126,69
346,S7W 0L4,52.167000,-106.575000,47110664,11
347,S7W 0L4,52.167000,-106.572000,47110664,12
348,S7W 0L4,52.165500,-106.575000,47110664,12
349,S7W 0L5,52.167000,-106.572000,47110664,12
350,S7W 0L2,52.168500,-106.572000,47110664,11
351,S7W 0L3,52.167000,-106.570500,47110664,13
352,S7W 0L3,52.168500,-106.572000,47110664,11
353,S7K 3T9,52.161000,-106.654500,47110049,41
354,S7K 3T8,52.158000,-106.653000,47110049,52
355,S7M 2E3,52.122000,-106.686000,47110546,67
356,S7M 2E2,52.122000,-106.686000,47110546,67
357,S7M 2E5,52.120500,-106.686000,47110546,62
358,S7M 2E4,52.120500,-106.686000,47110546,62
359,S7M 2E7,52.119000,-106.686000,47110546,61
360,S7M 2E7,52.117500,-106.686000,47110546,59
361,S7M 2E6,52.119000,-106.686000,47110546,61
362,S7K 3T1,52.126500,-106.657500,47110066,93
363,S7M 2E8,52.117500,-106.686000,47110546,59
364,S7K 3T3,52.162500,-106.657500,47110049,38
365,S7K 3T2,52.126500,-106.657500,47110066,93
366,S7K 3T5,52.126500,-106.659000,47110066,96
367,S7K 3T7,52.158000,-106.657500,47110049,54
368,S7K 5R7,52.179000,-106.612500,47110327,18
369,S7K 5R1,52.179000,-106.624500,47110470,28
370,S7K 5R3,52.179000,-106.608000,47110327,12
371,S7K 5R2,52.167000,-106.617000,47110314,42
372,S7K 5R9,52.179000,-106.615500,47110327,20
373,S7K 5R9,52.179000,-106.617000,47110470,22
374,S7K 5R8,52.179000,-106.615500,47110327,20
375,S7K 5R8,52.179000,-106.614000,47110327,19
376,S7K 2N8,52.128000,-106.659000,47110065,96
377,S7K 2N2,52.138500,-106.657500,47110056,76
378,S7K 2N3,52.140000,-106.657500,47110054,69
379,S7K 2N1,52.138500,-106.656000,47110056,74
380,S7K 2N6,52.141500,-106.656000,47110055,76
381,S7K 2N7,52.128000,-106.657500,47110065,84
382,S7K 2N4,52.140000,-106.656000,47110055,73
383,S7K 2N5,52.141500,-106.657500,47110054,71
384,S7R 0H7,52.153500,-106.732500,47110401,21
385,S7R 0H7,52.155000,-106.732500,47110401,17
386,S7R 0H6,52.189500,-106.675500,47110691,19
387,S7R 0H5,52.153500,-106.710000,47110374,22
388,S7R 0H5,52.153500,-106.728000,47110401,32
389,S7R 0H5,52.128000,-106.758000,47110581,58
390,S7R 0H5,52.161000,-106.660500,47110049,51
391,S7R 0H4,52.153500,-106.710000,47110374,22
392,S7R 0H4,52.153500,-106.728000,47110401,32
393,S7R 0H4,52.128000,-106.758000,47110581,58
394,S7R 0H4,52.161000,-106.660500,47110049,48
395,S7W 0A9,52.150500,-106.552500,47110654,43
396,S7W 0A9,52.150500,-106.554000,47110654,57
397,S7W 0A8,52.150500,-106.552500,47110654,43
398,S7W 0A8,52.150500,-106.554000,47110654,57
399,S7H 4A8,52.120500,-106.591500,47110453,57
400,S7H 4A9,52.120500,-106.590000,47110453,57
401,S7W 0A5,52.150500,-106.564500,47110654,73
402,S7W 0A5,52.150500,-106.563000,47110654,71
403,S7W 0A5,52.152000,-106.563000,47110654,65
404,S7W 0A4,52.150500,-106.561500,47110654,70
405,S7W 0A4,52.150500,-106.563000,47110654,71
406,S7W 0A7,52.149000,-106.552500,47110654,44
407,S7W 0A7,52.149000,-106.554000,47110654,58
408,S7W 0A7,52.150500,-106.552500,47110654,43
409,S7W 0A7,52.150500,-106.554000,47110654,57
410,S7W 0A7,52.147500,-106.552500,47110654,48
411,S7W 0A6,52.150500,-106.563000,47110654,71
412,S7W 0A6,52.150500,-106.561500,47110654,70
413,S7W 0A6,52.152000,-106.563000,47110654,65
414,S7W 0A1,52.147500,-106.555500,47110654,62
415,S7H 4A3,52.119000,-106.588500,47110453,68
416,S7W 0A3,52.144500,-106.552500,47110654,42
417,S7R 0H8,52.155000,-106.705500,47110374,17
418,S7K 8E5,52.167000,-106.626000,47110038,50
419,S7K 8E4,52.161000,-106.668000,47110691,48
420,S7K 8E7,52.156500,-106.665000,47110691,60
421,S7K 8E6,52.177500,-106.641000,47110395,56
422,S7K 8E1,52.126500,-106.657500,47110066,93
423,S7K 8E3,52.126500,-106.657500,47110066,93
424,S7K 8E2,52.126500,-106.657500,47110066,93
425,S7K 8E9,52.132500,-106.662000,47110062,92
426,S7K 8E8,52.174500,-106.665000,47110691,33
427,S7K 8E8,52.176000,-106.663500,47110691,31
428,S7L 6M1,52.149000,-106.738500,47110356,18
429,S7L 6M2,52.150500,-106.738500,47110402,15
430,S7L 6M2,52.149000,-106.738500,47110356,18
431,S7L 6M3,52.158000,-106.680000,47110388,49
432,S7L 6M4,52.155000,-106.683000,47110388,43
433,S7L 6M5,52.156500,-106.687500,47110387,30
434,S7L 6M6,52.156500,-106.687500,47110387,30
435,S7L 6M7,52.158000,-106.680000,47110388,49
436,S7L 6M8,52.156500,-106.683000,47110388,39
437,S7L 6M8,52.158000,-106.684500,47110388,38
438,S7L 6M9,52.149000,-106.752000,47110356,4
439,S7H 2W2,52.114500,-106.621500,47110094,90
440,S7H 2W3,52.113000,-106.621500,47110094,88
441,S7H 2W3,52.111500,-106.621500,47110094,83
442,S7H 2W1,52.116000,-106.621500,47110095,87
443,S7H 2W6,52.108500,-106.621500,47110445,69
444,S7H 2W7,52.108500,-106.621500,47110445,69
445,S7H 2W4,52.113000,-106.621500,47110094,88
446,S7H 2W4,52.114500,-106.621500,47110094,90
447,S7H 2W5,52.111500,-106.621500,47110094,83
448,S7M 1L5,52.105500,-106.675500,47110189,45
449,S7M 1L4,52.128000,-106.671000,47110067,98
450,S7M 1L7,52.126500,-106.675500,47110067,95
451,S7M 1L7,52.123500,-106.677000,47110069,88
452,S7M 1L7,52.125000,-106.677000,47110069,94
453,S7M 1L7,52.125000,-106.675500,47110068,93
454,S7M 1L7,52.125000,-106.671000,47110067,97
455,S7M 1L6,52.128000,-106.671000,47110067,98
456,S7M 1L6,52.126500,-106.671000,47110067,98
457,S7M 1L1,52.111500,-106.686000,47110544,48
458,S7M 1L1,52.111500,-106.684500,47110544,44
459,S7M 1L3,52.108500,-106.692000,47110540,34
460,S7M 1L2,52.125000,-106.761000,47110581,54
461,S7M 1L2,52.126500,-106.762500,47110581,36
462,S7M 1L2,52.126500,-106.756500,47110581,62
463,S7M 1L2,52.128000,-106.756500,47110581,60
464,S7M 1L2,52.128000,-106.758000,47110581,58
465,S7M 1L2,52.125000,-106.756500,47110581,60
466,S7M 1L9,52.108500,-106.693500,47110540,34
467,S7M 1L8,52.123500,-106.677000,47110069,88
468,S7T 0X1,52.077000,-106.651500,47110699,20
469,S7T 0X3,52.084500,-106.639500,47110194,60
470,S7T 0X2,52.084500,-106.639500,47110194,60
471,S7T 0X5,52.074000,-106.612500,47110670,6
472,S7T 0X4,52.072500,-106.611000,47110670,5
473,S7T 0X4,52.075500,-106.608000,47110670,7
474,S7H 0E8,52.119000,-106.636500,47110099,82
475,S7H 0E9,52.119000,-106.645500,47110083,69
476,S7T 0X9,52.087500,-106.641000,47110194,41
477,S7H 0E7,52.120500,-106.636500,47110100,73
478,S7H 0E5,52.120500,-106.638000,47110100,68
479,S7H 0E2,52.119000,-106.642500,47110083,76
480,S7H 0E3,52.120500,-106.641000,47110100,63
481,S7H 0E1,52.120500,-106.642500,47110100,73
482,S7M 2X8,52.111500,-106.693500,47110540,43
483,S7M 2X9,52.128000,-106.696500,47110566,79
484,S7M 2X2,52.119000,-106.695000,47110548,51
485,S7M 2X3,52.117500,-106.695000,47110548,51
486,S7M 2X6,52.114500,-106.693500,47110542,53
487,S7M 2X7,52.114500,-106.693500,47110542,53
488,S7M 2X7,52.113000,-106.693500,47110542,49
489,S7M 2X4,52.116000,-106.695000,47110542,51
490,S7M 2X5,52.114500,-106.695000,47110542,51
491,S7H 0H5,52.117500,-106.647000,47110083,83
492,S7H 5B2,52.114500,-106.575000,47110507,46
493,S7H 5B2,52.116000,-106.575000,47110460,41
494,S7H 5B3,52.111500,-106.590000,47110126,71
495,S7H 5B1,52.113000,-106.594500,47110451,80
496,S7H 5B6,52.105500,-106.593000,47110127,52
497,S7H 5B6,52.107000,-106.593000,47110128,49
498,S7H 5B7,52.107000,-106.594500,47110128,47
499,S7H 5B4,52.105500,-106.591500,47110127,51
500,S7H 5B5,52.105500,-106.593000,47110127,52
501,S7H 5B5,52.105500,-106.591500,47110127,51
502,S7H 5B8,52.114500,-106.587000,47110652,76
503,S7H 5B9,52.110000,-106.647000,47110086,74
504,S7H 5B9,52.108500,-106.647000,47110086,72
505,S7H 0H4,52.119000,-106.645500,47110083,69
506,S7H 0H4,52.119000,-106.639500,47110099,79
507,S7H 0H4,52.119000,-106.638000,47110099,79
508,S7H 0H4,52.119000,-106.636500,47110099,82
509,S7H 0H4,52.119000,-106.656000,47110080,92
510,S7N 0S8,52.123500,-106.635000,47110101,68
511,S7N 0S9,52.125000,-106.645500,47110103,69
512,S7N 0S2,52.123500,-106.650000,47110102,74
513,S7N 0S3,52.123500,-106.645500,47110102,69
514,S7N 0S1,52.123500,-106.650000,47110102,74
515,S7N 0S6,52.123500,-106.639500,47110101,72
